source_protocol,method,hyperparams,n_selected,selected
stage1_first_benchmark,graph_independent_spearman,"{""threshold"": 0.85}",33,syn_jaro_winkler | syn_cosine_bigrams | syn_cosine_trigrams | cls_minkowski | cls_chebyshev | syn_lcs_ratio | tda_h0_wasserstein | tda_h0_entropy_combined | tda_h0_bottleneck | tda_h1_max_life_combined | tda_h1_entropy_combined | syn_jaccard_tokens | tda_h0_entropy_tgt | tda_h0_max_life_tgt | tda_h0_max_life_combined | syn_common_prefix_ratio | syn_damerau_osa | syn_common_suffix_ratio | tda_h1_wasserstein | tda_h1_max_life_tgt | syn_lcs_len | tda_h1_entropy_tgt | tda_h0_max_life_src | tda_h0_entropy_src | tda_h2_max_life_combined | tda_h1_max_life_src | tda_h1_entropy_src | tda_h2_entropy_combined | tda_h2_max_life_tgt | syn_contains_b_in_a | tda_h2_max_life_src | tda_h2_entropy_tgt | tda_h2_entropy_src
stage1_first_benchmark,greedy_spearman,"{""threshold"": 0.9}",37,syn_jaro_winkler | syn_cosine_bigrams | syn_cosine_trigrams | cls_euclidean | cls_chebyshev | syn_lcs_ratio | tda_h0_wasserstein | tda_h0_entropy_combined | tda_h0_bottleneck | tda_h1_max_life_combined | tda_h1_entropy_combined | syn_jaccard_tokens | tda_h0_entropy_tgt | tda_h0_max_life_tgt | tda_h0_max_life_combined | syn_common_prefix_ratio | syn_damerau_osa | syn_common_suffix_ratio | tda_h1_wasserstein | tda_h1_max_life_tgt | syn_lcs_len | tda_h1_entropy_tgt | syn_len_b | tda_h0_max_life_src | tda_h0_entropy_src | tda_h2_max_life_combined | tda_h1_count_combined | syn_len_a | tda_h1_max_life_src | tda_h1_entropy_src | tda_h0_count_src | tda_h2_entropy_combined | tda_h2_max_life_tgt | syn_contains_b_in_a | tda_h2_max_life_src | tda_h2_entropy_tgt | tda_h2_entropy_src
stage1_first_benchmark,greedy_pearson,"{""threshold"": 0.9}",40,syn_jaro_winkler | syn_cosine_bigrams | syn_cosine_trigrams | cls_euclidean | cls_chebyshev | syn_lcs_ratio | syn_jaccard_trigrams | tda_h0_wasserstein | tda_h0_entropy_combined | tda_h0_bottleneck | tda_h1_max_life_combined | tda_h1_entropy_combined | syn_jaccard_tokens | tda_h0_entropy_tgt | tda_h0_max_life_tgt | tda_h0_max_life_combined | syn_common_prefix_ratio | syn_damerau_osa | syn_common_suffix_ratio | tda_h1_wasserstein | tda_h1_max_life_tgt | syn_lcs_len | tda_h1_entropy_tgt | syn_len_b | tda_h0_max_life_src | tda_h0_entropy_src | tda_h2_max_life_combined | tda_h1_count_combined | syn_len_a | tda_h1_max_life_src | tda_h1_entropy_src | tda_h2_entropy_combined | tda_h2_max_life_tgt | tda_h2_count_combined | syn_contains_b_in_a | tda_h2_max_life_src | tda_h2_entropy_tgt | tda_h2_count_src | tda_h2_entropy_src | tda_h2_count_tgt
stage1_first_benchmark,greedy_kendall,"{""threshold"": 0.9}",44,syn_jaro_winkler | syn_cosine_bigrams | syn_cosine_trigrams | cls_euclidean | cls_canberra | syn_jaccard_bigrams | cls_chebyshev | syn_lcs_ratio | syn_damerau_osa_sim | tda_h0_wasserstein | tda_h0_entropy_combined | tda_h0_bottleneck | tda_h1_max_life_combined | tda_h1_entropy_combined | syn_jaccard_tokens | tda_h0_entropy_tgt | tda_h0_max_life_tgt | tda_h0_max_life_combined | syn_common_prefix_ratio | syn_damerau_osa | syn_common_suffix_ratio | tda_h1_wasserstein | tda_h1_max_life_tgt | syn_lcs_len | tda_h0_count_combined | tda_h1_entropy_tgt | syn_len_b | tda_h0_max_life_src | tda_h0_entropy_src | tda_h2_max_life_combined | tda_h1_count_combined | syn_len_a | tda_h1_max_life_src | tda_h1_entropy_src | tda_h0_count_tgt | tda_h0_count_src | tda_h2_entropy_combined | tda_h1_count_src | tda_h2_max_life_tgt | syn_contains_b_in_a | tda_h2_max_life_src | tda_h1_count_tgt | tda_h2_entropy_tgt | tda_h2_entropy_src
stage1_first_benchmark,cluster_spearman,"{""threshold"": 0.9}",37,syn_jaro_winkler | syn_cosine_bigrams | syn_cosine_trigrams | cls_euclidean | cls_chebyshev | syn_lcs_ratio | tda_h0_wasserstein | tda_h0_entropy_combined | tda_h0_bottleneck | tda_h1_max_life_combined | tda_h1_entropy_combined | syn_jaccard_tokens | tda_h0_entropy_tgt | tda_h0_max_life_tgt | tda_h0_max_life_combined | syn_common_prefix_ratio | syn_damerau_osa | syn_common_suffix_ratio | tda_h1_wasserstein | tda_h1_max_life_tgt | syn_lcs_len | tda_h1_entropy_tgt | syn_len_b | tda_h0_max_life_src | tda_h0_entropy_src | tda_h2_max_life_combined | tda_h1_count_combined | syn_len_a | tda_h1_max_life_src | tda_h1_entropy_src | tda_h0_count_src | tda_h2_entropy_combined | tda_h2_max_life_tgt | syn_contains_b_in_a | tda_h2_max_life_src | tda_h2_entropy_tgt | tda_h2_entropy_src
stage1_first_benchmark,graph_independent_spearman,"{""threshold"": 0.9}",37,syn_jaro_winkler | syn_cosine_bigrams | syn_cosine_trigrams | cls_minkowski | cls_chebyshev | syn_lcs_ratio | tda_h0_wasserstein | tda_h0_entropy_combined | tda_h0_bottleneck | tda_h1_max_life_combined | tda_h1_entropy_combined | syn_jaccard_tokens | tda_h0_entropy_tgt | tda_h0_max_life_tgt | tda_h0_max_life_combined | syn_common_prefix_ratio | syn_damerau_osa | syn_common_suffix_ratio | tda_h1_wasserstein | tda_h1_max_life_tgt | syn_lcs_len | tda_h1_entropy_tgt | syn_len_b | tda_h0_max_life_src | tda_h0_entropy_src | tda_h2_max_life_combined | tda_h1_count_combined | syn_len_a | tda_h1_max_life_src | tda_h1_entropy_src | tda_h0_count_src | tda_h2_entropy_combined | tda_h2_max_life_tgt | syn_contains_b_in_a | tda_h2_max_life_src | tda_h2_entropy_tgt | tda_h2_entropy_src
stage1_first_benchmark,greedy_spearman,"{""threshold"": 0.95}",43,syn_jaro_winkler | syn_cosine_bigrams | syn_cosine_trigrams | cls_euclidean | cls_canberra | syn_jaccard_bigrams | cls_chebyshev | syn_lcs_ratio | tda_h0_wasserstein | tda_h0_entropy_combined | tda_h0_bottleneck | tda_h1_max_life_combined | tda_h1_entropy_combined | syn_jaccard_tokens | tda_h0_entropy_tgt | tda_h0_max_life_tgt | tda_h0_max_life_combined | syn_common_prefix_ratio | syn_damerau_osa | syn_common_suffix_ratio | tda_h1_wasserstein | tda_h1_max_life_tgt | syn_lcs_len | tda_h0_count_combined | tda_h1_entropy_tgt | syn_len_b | tda_h0_max_life_src | tda_h0_entropy_src | tda_h2_max_life_combined | tda_h1_count_combined | syn_len_a | tda_h1_max_life_src | tda_h1_entropy_src | tda_h0_count_tgt | tda_h0_count_src | tda_h2_entropy_combined | tda_h1_count_src | tda_h2_max_life_tgt | syn_contains_b_in_a | tda_h2_max_life_src | tda_h1_count_tgt | tda_h2_entropy_tgt | tda_h2_entropy_src
stage1_first_benchmark,greedy_pearson,"{""threshold"": 0.95}",45,syn_jaro_winkler | syn_jaro | syn_cosine_bigrams | syn_cosine_trigrams | cls_euclidean | syn_jaccard_bigrams | cls_chebyshev | syn_lcs_ratio | syn_jaccard_trigrams | tda_h0_wasserstein | tda_h0_entropy_combined | tda_h0_bottleneck | tda_h1_max_life_combined | tda_h1_entropy_combined | syn_jaccard_tokens | tda_h0_entropy_tgt | tda_h0_max_life_tgt | tda_h0_max_life_combined | syn_common_prefix_ratio | syn_damerau_osa | syn_common_suffix_ratio | tda_h1_wasserstein | tda_h1_max_life_tgt | syn_lcs_len | tda_h0_count_combined | tda_h1_entropy_tgt | syn_len_b | tda_h0_max_life_src | tda_h0_entropy_src | tda_h2_max_life_combined | tda_h1_count_combined | syn_len_a | tda_h1_max_life_src | tda_h1_entropy_src | tda_h0_count_tgt | tda_h0_count_src | tda_h2_entropy_combined | tda_h2_max_life_tgt | tda_h2_count_combined | syn_contains_b_in_a | tda_h2_max_life_src | tda_h2_entropy_tgt | tda_h2_count_src | tda_h2_entropy_src | tda_h2_count_tgt
stage1_first_benchmark,greedy_kendall,"{""threshold"": 0.95}",49,syn_jaro_winkler | syn_jaro | syn_cosine_bigrams | syn_cosine_trigrams | cls_euclidean | cls_minkowski | cls_canberra | cls_spearman | syn_jaccard_bigrams | cls_chebyshev | syn_lcs_ratio | syn_damerau_osa_sim | syn_jaccard_trigrams | tda_h0_wasserstein | tda_h0_entropy_combined | tda_h0_bottleneck | tda_h1_max_life_combined | tda_h1_entropy_combined | syn_jaccard_tokens | tda_h0_entropy_tgt | tda_h0_max_life_tgt | tda_h0_max_life_combined | syn_common_prefix_ratio | syn_damerau_osa | syn_common_suffix_ratio | tda_h1_wasserstein | tda_h1_max_life_tgt | syn_lcs_len | tda_h0_count_combined | tda_h1_entropy_tgt | syn_len_b | tda_h0_max_life_src | tda_h0_entropy_src | tda_h2_max_life_combined | tda_h1_count_combined | syn_len_a | tda_h1_max_life_src | tda_h1_entropy_src | tda_h0_count_tgt | tda_h0_count_src | tda_h2_entropy_combined | tda_h1_count_src | tda_h2_max_life_tgt | tda_h2_count_combined | syn_contains_b_in_a | tda_h2_max_life_src | tda_h1_count_tgt | tda_h2_entropy_tgt | tda_h2_entropy_src
stage1_first_benchmark,cluster_spearman,"{""threshold"": 0.95}",43,syn_jaro_winkler | syn_cosine_bigrams | syn_cosine_trigrams | cls_euclidean | cls_canberra | syn_jaccard_bigrams | cls_chebyshev | syn_lcs_ratio | tda_h0_wasserstein | tda_h0_entropy_combined | tda_h0_bottleneck | tda_h1_max_life_combined | tda_h1_entropy_combined | syn_jaccard_tokens | tda_h0_entropy_tgt | tda_h0_max_life_tgt | tda_h0_max_life_combined | syn_common_prefix_ratio | syn_damerau_osa | syn_common_suffix_ratio | tda_h1_wasserstein | tda_h1_max_life_tgt | syn_lcs_len | tda_h0_count_combined | tda_h1_entropy_tgt | syn_len_b | tda_h0_max_life_src | tda_h0_entropy_src | tda_h2_max_life_combined | tda_h1_count_combined | syn_len_a | tda_h1_max_life_src | tda_h1_entropy_src | tda_h0_count_tgt | tda_h0_count_src | tda_h2_entropy_combined | tda_h1_count_src | tda_h2_max_life_tgt | syn_contains_b_in_a | tda_h2_max_life_src | tda_h1_count_tgt | tda_h2_entropy_tgt | tda_h2_entropy_src
stage1_first_benchmark,graph_independent_spearman,"{""threshold"": 0.95}",43,syn_jaro_winkler | syn_cosine_bigrams | syn_cosine_trigrams | cls_pearson | cls_canberra | syn_jaccard_bigrams | cls_chebyshev | syn_lcs_ratio | tda_h0_wasserstein | tda_h0_entropy_combined | tda_h0_bottleneck | tda_h1_max_life_combined | tda_h1_entropy_combined | syn_jaccard_tokens | tda_h0_entropy_tgt | tda_h0_max_life_tgt | tda_h0_max_life_combined | syn_common_prefix_ratio | syn_damerau_osa | syn_common_suffix_ratio | tda_h1_wasserstein | tda_h1_max_life_tgt | syn_lcs_len | tda_h0_count_combined | tda_h1_entropy_tgt | syn_len_b | tda_h0_max_life_src | tda_h0_entropy_src | tda_h2_max_life_combined | tda_h1_count_combined | syn_len_a | tda_h1_max_life_src | tda_h1_entropy_src | tda_h0_count_tgt | tda_h0_count_src | tda_h2_entropy_combined | tda_h1_count_src | tda_h2_max_life_tgt | syn_contains_b_in_a | tda_h2_max_life_src | tda_h1_count_tgt | tda_h2_entropy_tgt | tda_h2_entropy_src
stage1_first_benchmark,greedy_nmi,"{""n_bins"": 10, ""threshold"": 0.15}",12,syn_jaro_winkler | cls_euclidean | tda_h0_wasserstein | tda_h0_entropy_combined | tda_h0_bottleneck | tda_h1_max_life_combined | tda_h1_entropy_combined | syn_jaccard_tokens | tda_h0_max_life_tgt | tda_h1_max_life_tgt | tda_h0_max_life_src | tda_h1_max_life_src
stage1_first_benchmark,greedy_nmi,"{""n_bins"": 10, ""threshold"": 0.2}",17,syn_jaro_winkler | syn_cosine_bigrams | cls_euclidean | cls_chebyshev | tda_h0_wasserstein | tda_h0_entropy_combined | tda_h0_bottleneck | tda_h1_max_life_combined | tda_h1_entropy_combined | syn_jaccard_tokens | tda_h0_max_life_tgt | tda_h1_max_life_tgt | syn_lcs_len | syn_len_b | tda_h0_max_life_src | syn_len_a | tda_h1_entropy_src
stage1_first_benchmark,greedy_nmi,"{""n_bins"": 10, ""threshold"": 0.25}",19,syn_jaro_winkler | syn_cosine_bigrams | cls_euclidean | cls_chebyshev | syn_lcs_ratio | tda_h0_wasserstein | tda_h0_entropy_combined | tda_h0_bottleneck | tda_h1_max_life_combined | tda_h1_entropy_combined | syn_jaccard_tokens | tda_h0_entropy_tgt | tda_h0_max_life_tgt | tda_h0_max_life_combined | syn_damerau_osa | tda_h1_max_life_tgt | syn_lcs_len | tda_h0_entropy_src | tda_h1_max_life_src
stage1_first_benchmark,greedy_nmi,"{""n_bins"": 10, ""threshold"": 0.3}",20,syn_jaro_winkler | syn_cosine_bigrams | syn_cosine_trigrams | cls_euclidean | cls_chebyshev | syn_lcs_ratio | tda_h0_wasserstein | tda_h0_entropy_combined | tda_h0_bottleneck | tda_h1_max_life_combined | tda_h1_entropy_combined | syn_jaccard_tokens | tda_h0_entropy_tgt | tda_h0_max_life_tgt | tda_h0_max_life_combined | syn_damerau_osa | tda_h1_wasserstein | syn_lcs_len | tda_h0_max_life_src | tda_h0_entropy_src
stage1_first_benchmark,greedy_nmi,"{""n_bins"": 10, ""threshold"": 0.4}",26,syn_jaro_winkler | syn_cosine_bigrams | syn_cosine_trigrams | cls_euclidean | cls_chebyshev | syn_lcs_ratio | tda_h0_wasserstein | tda_h0_entropy_combined | tda_h0_bottleneck | tda_h1_max_life_combined | tda_h1_entropy_combined | syn_jaccard_tokens | tda_h0_entropy_tgt | tda_h0_max_life_tgt | tda_h0_max_life_combined | syn_common_prefix_ratio | syn_damerau_osa | tda_h1_wasserstein | tda_h1_max_life_tgt | syn_lcs_len | tda_h1_entropy_tgt | tda_h0_max_life_src | tda_h0_entropy_src | tda_h1_count_combined | syn_len_a | tda_h1_max_life_src
stage1_first_benchmark,greedy_nmi,"{""n_bins"": 10, ""threshold"": 0.5}",32,syn_jaro_winkler | syn_cosine_bigrams | syn_cosine_trigrams | cls_euclidean | cls_canberra | syn_jaccard_bigrams | cls_chebyshev | syn_lcs_ratio | tda_h0_wasserstein | tda_h0_entropy_combined | tda_h0_bottleneck | tda_h1_max_life_combined | tda_h1_entropy_combined | syn_jaccard_tokens | tda_h0_entropy_tgt | tda_h0_max_life_tgt | tda_h0_max_life_combined | syn_common_prefix_ratio | syn_damerau_osa | tda_h1_wasserstein | tda_h1_max_life_tgt | syn_lcs_len | tda_h0_count_combined | tda_h1_entropy_tgt | syn_len_b | tda_h0_max_life_src | tda_h0_entropy_src | tda_h1_count_combined | syn_len_a | tda_h1_max_life_src | tda_h1_entropy_src | tda_h0_count_src
stage1_first_benchmark,iterative_vif_like,"{""threshold"": 5.0}",33,syn_jaro_winkler | syn_cosine_trigrams | cls_canberra | cls_chebyshev | tda_h0_wasserstein | tda_h0_bottleneck | tda_h1_max_life_combined | tda_h1_entropy_combined | syn_dice_tokens | tda_h0_entropy_tgt | tda_h0_max_life_tgt | tda_h0_max_life_combined | syn_common_prefix_ratio | syn_common_suffix_ratio | tda_h1_max_life_tgt | syn_lcs_len | tda_h1_bottleneck | tda_h1_entropy_tgt | syn_len_b | tda_h0_max_life_src | tda_h0_entropy_src | tda_h2_max_life_combined | syn_len_a | tda_h1_max_life_src | tda_h1_entropy_src | tda_h2_entropy_combined | tda_h2_max_life_tgt | syn_contains_b_in_a | tda_h2_max_life_src | tda_h2_entropy_tgt | tda_h2_count_src | tda_h2_entropy_src | tda_h2_count_tgt
stage1_first_benchmark,iterative_vif_like,"{""threshold"": 10.0}",36,syn_jaro_winkler | syn_cosine_bigrams | syn_cosine_trigrams | cls_canberra | cls_chebyshev | syn_lcs_ratio | tda_h0_wasserstein | tda_h0_bottleneck | tda_h1_max_life_combined | tda_h1_entropy_combined | syn_dice_tokens | tda_h0_entropy_tgt | tda_h0_max_life_tgt | tda_h0_max_life_combined | syn_common_prefix_ratio | syn_common_suffix_ratio | tda_h1_max_life_tgt | syn_lcs_len | tda_h1_bottleneck | tda_h1_entropy_tgt | syn_len_b | tda_h0_max_life_src | tda_h0_entropy_src | tda_h2_max_life_combined | tda_h1_count_combined | syn_len_a | tda_h1_max_life_src | tda_h1_entropy_src | tda_h2_entropy_combined | tda_h2_max_life_tgt | syn_contains_b_in_a | tda_h2_max_life_src | tda_h2_entropy_tgt | tda_h2_count_src | tda_h2_entropy_src | tda_h2_count_tgt
stage1_first_benchmark,iterative_vif_like,"{""threshold"": 20.0}",44,syn_jaro_winkler | syn_jaro | syn_cosine_bigrams | syn_cosine_trigrams | cls_canberra | cls_spearman | syn_jaccard_bigrams | cls_chebyshev | syn_lcs_ratio | tda_h0_wasserstein | tda_h0_bottleneck | tda_h1_max_life_combined | tda_h1_entropy_combined | syn_dice_tokens | tda_h0_entropy_tgt | tda_h0_max_life_tgt | tda_h0_max_life_combined | syn_common_prefix_ratio | syn_common_suffix_ratio | tda_h1_max_life_tgt | syn_lcs_len | tda_h1_bottleneck | tda_h1_entropy_tgt | syn_len_b | tda_h0_max_life_src | tda_h0_entropy_src | tda_h2_max_life_combined | tda_h1_count_combined | syn_len_a | tda_h1_max_life_src | tda_h1_entropy_src | tda_h0_count_tgt | tda_h0_count_src | tda_h2_entropy_combined | tda_h1_count_src | tda_h2_max_life_tgt | tda_h2_count_combined | syn_contains_b_in_a | tda_h2_max_life_src | tda_h1_count_tgt | tda_h2_entropy_tgt | tda_h2_count_src | tda_h2_entropy_src | tda_h2_count_tgt
stage1_first_benchmark,iterative_vif_like,"{""threshold"": 50.0}",47,syn_jaro_winkler | syn_jaro | syn_cosine_bigrams | syn_cosine_trigrams | cls_minkowski | cls_canberra | cls_spearman | syn_jaccard_bigrams | cls_chebyshev | syn_lcs_ratio | syn_jaccard_trigrams | syn_levenshtein_sim | tda_h0_wasserstein | tda_h0_bottleneck | tda_h1_max_life_combined | tda_h1_entropy_combined | syn_dice_tokens | tda_h0_entropy_tgt | tda_h0_max_life_tgt | tda_h0_max_life_combined | syn_common_prefix_ratio | syn_common_suffix_ratio | tda_h1_max_life_tgt | syn_lcs_len | tda_h1_bottleneck | tda_h1_entropy_tgt | syn_len_b | tda_h0_max_life_src | tda_h0_entropy_src | tda_h2_max_life_combined | tda_h1_count_combined | syn_len_a | tda_h1_max_life_src | tda_h1_entropy_src | tda_h0_count_tgt | tda_h0_count_src | tda_h2_entropy_combined | tda_h1_count_src | tda_h2_max_life_tgt | tda_h2_count_combined | syn_contains_b_in_a | tda_h2_max_life_src | tda_h1_count_tgt | tda_h2_entropy_tgt | tda_h2_count_src | tda_h2_entropy_src | tda_h2_count_tgt
stage1_first_benchmark,mrmr_spearman,"{""k"": 5, ""penalty"": 0.5}",5,syn_jaro_winkler | tda_h0_entropy_combined | cls_chebyshev | tda_h0_bottleneck | tda_h1_max_life_combined
stage1_first_benchmark,mrmr_spearman,"{""k"": 5, ""penalty"": 1.0}",5,syn_jaro_winkler | tda_h0_entropy_combined | tda_h1_max_life_combined | cls_chebyshev | tda_h0_bottleneck
stage1_first_benchmark,mrmr_spearman,"{""k"": 5, ""penalty"": 2.0}",5,syn_jaro_winkler | tda_h0_entropy_combined | syn_contains_b_in_a | tda_h1_max_life_combined | cls_chebyshev
stage1_first_benchmark,mrmr_spearman,"{""k"": 8, ""penalty"": 0.5}",8,syn_jaro_winkler | tda_h0_entropy_combined | cls_chebyshev | tda_h0_bottleneck | tda_h1_max_life_combined | syn_cosine_bigrams | cls_canberra | syn_cosine_trigrams
stage1_first_benchmark,mrmr_spearman,"{""k"": 8, ""penalty"": 1.0}",8,syn_jaro_winkler | tda_h0_entropy_combined | tda_h1_max_life_combined | cls_chebyshev | tda_h0_bottleneck | syn_cosine_trigrams | tda_h0_max_life_tgt | cls_canberra
stage1_first_benchmark,mrmr_spearman,"{""k"": 8, ""penalty"": 2.0}",8,syn_jaro_winkler | tda_h0_entropy_combined | syn_contains_b_in_a | tda_h1_max_life_combined | cls_chebyshev | tda_h0_bottleneck | tda_h2_entropy_tgt | tda_h0_max_life_tgt
stage1_first_benchmark,mrmr_spearman,"{""k"": 10, ""penalty"": 0.5}",10,syn_jaro_winkler | tda_h0_entropy_combined | cls_chebyshev | tda_h0_bottleneck | tda_h1_max_life_combined | syn_cosine_bigrams | cls_canberra | syn_cosine_trigrams | tda_h1_entropy_combined | syn_jaro
stage1_first_benchmark,mrmr_spearman,"{""k"": 10, ""penalty"": 1.0}",10,syn_jaro_winkler | tda_h0_entropy_combined | tda_h1_max_life_combined | cls_chebyshev | tda_h0_bottleneck | syn_cosine_trigrams | tda_h0_max_life_tgt | cls_canberra | tda_h1_entropy_combined | syn_cosine_bigrams
stage1_first_benchmark,mrmr_spearman,"{""k"": 10, ""penalty"": 2.0}",10,syn_jaro_winkler | tda_h0_entropy_combined | syn_contains_b_in_a | tda_h1_max_life_combined | cls_chebyshev | tda_h0_bottleneck | tda_h2_entropy_tgt | tda_h0_max_life_tgt | syn_cosine_bigrams | tda_h2_entropy_src
stage1_first_benchmark,mrmr_spearman,"{""k"": 12, ""penalty"": 0.5}",12,syn_jaro_winkler | tda_h0_entropy_combined | cls_chebyshev | tda_h0_bottleneck | tda_h1_max_life_combined | syn_cosine_bigrams | cls_canberra | syn_cosine_trigrams | tda_h1_entropy_combined | syn_jaro | tda_h0_wasserstein | cls_spearman
stage1_first_benchmark,mrmr_spearman,"{""k"": 12, ""penalty"": 1.0}",12,syn_jaro_winkler | tda_h0_entropy_combined | tda_h1_max_life_combined | cls_chebyshev | tda_h0_bottleneck | syn_cosine_trigrams | tda_h0_max_life_tgt | cls_canberra | tda_h1_entropy_combined | syn_cosine_bigrams | tda_h0_wasserstein | syn_contains_b_in_a
stage1_first_benchmark,mrmr_spearman,"{""k"": 12, ""penalty"": 2.0}",12,syn_jaro_winkler | tda_h0_entropy_combined | syn_contains_b_in_a | tda_h1_max_life_combined | cls_chebyshev | tda_h0_bottleneck | tda_h2_entropy_tgt | tda_h0_max_life_tgt | syn_cosine_bigrams | tda_h2_entropy_src | tda_h0_max_life_src | cls_canberra
stage1_first_benchmark,mrmr_spearman,"{""k"": 15, ""penalty"": 0.5}",15,syn_jaro_winkler | tda_h0_entropy_combined | cls_chebyshev | tda_h0_bottleneck | tda_h1_max_life_combined | syn_cosine_bigrams | cls_canberra | syn_cosine_trigrams | tda_h1_entropy_combined | syn_jaro | tda_h0_wasserstein | cls_spearman | tda_h0_max_life_tgt | cls_minkowski | syn_lcs_ratio
stage1_first_benchmark,mrmr_spearman,"{""k"": 15, ""penalty"": 1.0}",15,syn_jaro_winkler | tda_h0_entropy_combined | tda_h1_max_life_combined | cls_chebyshev | tda_h0_bottleneck | syn_cosine_trigrams | tda_h0_max_life_tgt | cls_canberra | tda_h1_entropy_combined | syn_cosine_bigrams | tda_h0_wasserstein | syn_contains_b_in_a | syn_jaro | tda_h2_entropy_tgt | tda_h0_max_life_combined
stage1_first_benchmark,mrmr_spearman,"{""k"": 15, ""penalty"": 2.0}",15,syn_jaro_winkler | tda_h0_entropy_combined | syn_contains_b_in_a | tda_h1_max_life_combined | cls_chebyshev | tda_h0_bottleneck | tda_h2_entropy_tgt | tda_h0_max_life_tgt | syn_cosine_bigrams | tda_h2_entropy_src | tda_h0_max_life_src | cls_canberra | tda_h1_max_life_tgt | syn_cosine_trigrams | tda_h2_max_life_tgt
stage1_first_benchmark,mrmr_spearman,"{""k"": 20, ""penalty"": 0.5}",20,syn_jaro_winkler | tda_h0_entropy_combined | cls_chebyshev | tda_h0_bottleneck | tda_h1_max_life_combined | syn_cosine_bigrams | cls_canberra | syn_cosine_trigrams | tda_h1_entropy_combined | syn_jaro | tda_h0_wasserstein | cls_spearman | tda_h0_max_life_tgt | cls_minkowski | syn_lcs_ratio | cls_euclidean | tda_h0_entropy_tgt | syn_jaccard_bigrams | cls_cosine_dist | tda_h0_max_life_combined
stage1_first_benchmark,mrmr_spearman,"{""k"": 20, ""penalty"": 1.0}",20,syn_jaro_winkler | tda_h0_entropy_combined | tda_h1_max_life_combined | cls_chebyshev | tda_h0_bottleneck | syn_cosine_trigrams | tda_h0_max_life_tgt | cls_canberra | tda_h1_entropy_combined | syn_cosine_bigrams | tda_h0_wasserstein | syn_contains_b_in_a | syn_jaro | tda_h2_entropy_tgt | tda_h0_max_life_combined | cls_spearman | tda_h0_entropy_tgt | cls_minkowski | tda_h2_entropy_src | syn_lcs_ratio
stage1_first_benchmark,mrmr_spearman,"{""k"": 20, ""penalty"": 2.0}",20,syn_jaro_winkler | tda_h0_entropy_combined | syn_contains_b_in_a | tda_h1_max_life_combined | cls_chebyshev | tda_h0_bottleneck | tda_h2_entropy_tgt | tda_h0_max_life_tgt | syn_cosine_bigrams | tda_h2_entropy_src | tda_h0_max_life_src | cls_canberra | tda_h1_max_life_tgt | syn_cosine_trigrams | tda_h2_max_life_tgt | tda_h0_wasserstein | tda_h1_entropy_combined | syn_common_suffix_ratio | tda_h2_max_life_src | syn_jaro
stage1_first_benchmark,family_aware_spearman,"{""family_threshold"": 0.8, ""global_threshold"": 0.85}",32,syn_jaro_winkler | syn_cosine_bigrams | cls_euclidean | cls_chebyshev | syn_lcs_ratio | tda_h0_wasserstein | tda_h0_entropy_combined | tda_h0_bottleneck | tda_h1_max_life_combined | tda_h1_entropy_combined | syn_jaccard_tokens | tda_h0_entropy_tgt | tda_h0_max_life_tgt | tda_h0_max_life_combined | syn_common_prefix_ratio | syn_damerau_osa | syn_common_suffix_ratio | tda_h1_wasserstein | tda_h1_max_life_tgt | syn_lcs_len | tda_h1_entropy_tgt | tda_h0_max_life_src | tda_h0_entropy_src | tda_h2_max_life_combined | tda_h1_max_life_src | tda_h1_entropy_src | tda_h2_entropy_combined | tda_h2_max_life_tgt | syn_contains_b_in_a | tda_h2_max_life_src | tda_h2_entropy_tgt | tda_h2_entropy_src
stage1_first_benchmark,family_aware_spearman,"{""family_threshold"": 0.8, ""global_threshold"": 0.9}",34,syn_jaro_winkler | syn_cosine_bigrams | cls_euclidean | cls_chebyshev | syn_lcs_ratio | tda_h0_wasserstein | tda_h0_entropy_combined | tda_h0_bottleneck | tda_h1_max_life_combined | tda_h1_entropy_combined | syn_jaccard_tokens | tda_h0_entropy_tgt | tda_h0_max_life_tgt | tda_h0_max_life_combined | syn_common_prefix_ratio | syn_damerau_osa | syn_common_suffix_ratio | tda_h1_wasserstein | tda_h1_max_life_tgt | syn_lcs_len | tda_h1_entropy_tgt | syn_len_b | tda_h0_max_life_src | tda_h0_entropy_src | tda_h2_max_life_combined | syn_len_a | tda_h1_max_life_src | tda_h1_entropy_src | tda_h2_entropy_combined | tda_h2_max_life_tgt | syn_contains_b_in_a | tda_h2_max_life_src | tda_h2_entropy_tgt | tda_h2_entropy_src
stage1_first_benchmark,family_aware_spearman,"{""family_threshold"": 0.8, ""global_threshold"": 0.95}",34,syn_jaro_winkler | syn_cosine_bigrams | cls_euclidean | cls_chebyshev | syn_lcs_ratio | tda_h0_wasserstein | tda_h0_entropy_combined | tda_h0_bottleneck | tda_h1_max_life_combined | tda_h1_entropy_combined | syn_jaccard_tokens | tda_h0_entropy_tgt | tda_h0_max_life_tgt | tda_h0_max_life_combined | syn_common_prefix_ratio | syn_damerau_osa | syn_common_suffix_ratio | tda_h1_wasserstein | tda_h1_max_life_tgt | syn_lcs_len | tda_h1_entropy_tgt | syn_len_b | tda_h0_max_life_src | tda_h0_entropy_src | tda_h2_max_life_combined | syn_len_a | tda_h1_max_life_src | tda_h1_entropy_src | tda_h2_entropy_combined | tda_h2_max_life_tgt | syn_contains_b_in_a | tda_h2_max_life_src | tda_h2_entropy_tgt | tda_h2_entropy_src
