n_unique_pair_id,n_unique_candidate_rows,estimated_predict_loaded_sec_551,estimated_predict_loaded_min_551,model_path
551,655584,15.601214896790493,0.26002024827984155,/Users/nahawandkired/Documents/Recherche/baselines/SMUTF-official/model/2022-04-12-12-06-32
