method,pair_id,f1_all_to_all,precision_all_to_all,recall_all_to_all,source
Magneto,TPC-DI__View-Unionable__prospect_both_0_30_ac1_ev,0.67,0.5,1.0,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Magneto,TPC-DI__View-Unionable__prospect_both_0_30_ac2_av,0.35,0.27,0.5,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Magneto,TPC-DI__View-Unionable__prospect_both_0_30_ac2_ev,0.35,0.27,0.5,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Magneto,TPC-DI__View-Unionable__prospect_both_0_30_ac3_av,0.35,0.27,0.5,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Magneto,TPC-DI__View-Unionable__prospect_both_0_30_ac3_ev,0.44,0.33,0.67,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Magneto,TPC-DI__View-Unionable__prospect_both_0_30_ac4_av,0.56,0.42,0.83,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Magneto,TPC-DI__View-Unionable__prospect_both_0_30_ac4_ev,0.53,0.38,0.83,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Magneto,TPC-DI__View-Unionable__prospect_both_0_30_ac5_av,0.5,0.36,0.83,/Users/nahawandkired/Desktop/si_si-magneto.csv
Magneto,TPC-DI__View-Unionable__prospect_both_0_30_ac5_ev,0.47,0.36,0.67,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Magneto,TPC-DI__View-Unionable__prospect_both_0_30_ec_av,0.71,0.55,1.0,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Magneto,TPC-DI__View-Unionable__prospect_both_0_30_ec_ev,0.75,0.6,1.0,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Magneto,TPC-DI__View-Unionable__prospect_both_0_50_ac1_av,0.74,0.62,0.91,/Users/nahawandkired/Desktop/si_si-magneto.csv
Magneto,TPC-DI__View-Unionable__prospect_both_0_50_ac1_ev,0.77,0.67,0.91,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Magneto,TPC-DI__View-Unionable__prospect_both_0_50_ac2_av,0.67,0.53,0.91,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Magneto,TPC-DI__View-Unionable__prospect_both_0_50_ac2_ev,0.44,0.38,0.55,/Users/nahawandkired/Desktop/si_si-magneto.csv
Magneto,TPC-DI__View-Unionable__prospect_both_0_50_ac3_av,0.52,0.44,0.64,/Users/nahawandkired/Desktop/si_si-magneto.csv
Magneto,TPC-DI__View-Unionable__prospect_both_0_50_ac3_ev,0.59,0.5,0.73,/Users/nahawandkired/Desktop/si_si-magneto.csv
Magneto,TPC-DI__View-Unionable__prospect_both_0_50_ac4_av,0.44,0.38,0.55,/Users/nahawandkired/Desktop/si_si-magneto.csv
Magneto,TPC-DI__View-Unionable__prospect_both_0_50_ac4_ev,0.81,0.69,1.0,/Users/nahawandkired/Desktop/si_si-magneto.csv
Magneto,TPC-DI__View-Unionable__prospect_both_0_50_ac5_av,0.37,0.31,0.45,/Users/nahawandkired/Desktop/si_si-magneto.csv
Magneto,TPC-DI__View-Unionable__prospect_both_0_50_ac5_ev,0.67,0.56,0.82,/Users/nahawandkired/Desktop/si_si-magneto.csv
Magneto,TPC-DI__View-Unionable__prospect_both_0_50_ec_av,0.85,0.73,1.0,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Magneto,TPC-DI__View-Unionable__prospect_both_0_50_ec_ev,0.85,0.73,1.0,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Magneto,TPC-DI__View-Unionable__prospect_both_0_70_ac1_av,0.8,0.7,0.93,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Magneto,TPC-DI__View-Unionable__prospect_both_0_70_ac1_ev,0.91,0.83,1.0,/Users/nahawandkired/Desktop/si_si-magneto.csv
Magneto,TPC-DI__View-Unionable__prospect_both_0_70_ac2_av,0.61,0.56,0.67,/Users/nahawandkired/Desktop/si_si-magneto.csv
Magneto,TPC-DI__View-Unionable__prospect_both_0_70_ac2_ev,0.79,0.72,0.87,/Users/nahawandkired/Desktop/si_si-magneto.csv
Magneto,TPC-DI__View-Unionable__prospect_both_0_70_ac3_av,0.67,0.61,0.73,/Users/nahawandkired/Desktop/si_si-magneto.csv
Magneto,TPC-DI__View-Unionable__prospect_both_0_70_ac3_ev,0.61,0.56,0.67,/Users/nahawandkired/Desktop/si_si-magneto.csv
Magneto,TPC-DI__View-Unionable__prospect_both_0_70_ac4_av,0.61,0.56,0.67,/Users/nahawandkired/Desktop/si_si-magneto.csv
Magneto,TPC-DI__View-Unionable__prospect_both_0_70_ac4_ev,0.73,0.67,0.8,/Users/nahawandkired/Desktop/si_si-magneto.csv
Magneto,TPC-DI__View-Unionable__prospect_both_0_70_ac5_av,0.73,0.67,0.8,/Users/nahawandkired/Desktop/si_si-magneto.csv
Magneto,TPC-DI__View-Unionable__prospect_both_0_70_ac5_ev,0.73,0.67,0.8,/Users/nahawandkired/Desktop/si_si-magneto.csv
Magneto,TPC-DI__View-Unionable__prospect_both_0_70_ec_av,0.91,0.83,1.0,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Magneto,TPC-DI__View-Unionable__prospect_both_0_70_ec_ev,0.91,0.83,1.0,/Users/nahawandkired/Desktop/si_si-magneto.csv
Magneto,Wikidata__Musicians__Musicians_semjoinable,0.84,0.73,1.0,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Magneto,Wikidata__Musicians__Musicians_unionable,0.4,0.25,1.0,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
Magneto,Wikidata__Musicians__Musicians_viewunion,0.59,0.42,1.0,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
ISResMat,ChEMBL__Joinable__assays_both_50_1_ac1_ev,0.2,0.11,1.0,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Joinable__assays_both_50_1_ac2_ev,0.2,0.11,1.0,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Joinable__assays_both_50_1_ac3_ev,0.22,0.12,1.0,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Joinable__assays_both_50_1_ac4_ev,0.2,0.11,1.0,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Joinable__assays_both_50_1_ac5_ev,0.22,0.12,1.0,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Joinable__assays_both_50_1_ec_ev,0.2,0.11,1.0,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Joinable__assays_both_50_30_ac1_ev,0.56,0.42,0.83,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Joinable__assays_both_50_30_ac2_ev,0.47,0.36,0.67,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Joinable__assays_both_50_30_ac3_ev,0.59,0.45,0.83,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Joinable__assays_both_50_30_ac4_ev,0.56,0.42,0.83,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Joinable__assays_both_50_30_ac5_ev,0.71,0.55,1.0,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Joinable__assays_both_50_30_ec_ev,0.75,0.6,1.0,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
ISResMat,ChEMBL__Joinable__assays_both_50_50_ac1_ev,0.61,0.58,0.64,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Joinable__assays_both_50_50_ac2_ev,0.58,0.54,0.64,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Joinable__assays_both_50_50_ac3_ev,0.58,0.54,0.64,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Joinable__assays_both_50_50_ac4_ev,0.8,0.71,0.91,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Joinable__assays_both_50_50_ac5_ev,0.72,0.64,0.82,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Joinable__assays_both_50_50_ec_ev,0.74,0.62,0.91,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
ISResMat,ChEMBL__Joinable__assays_both_50_70_ac1_ev,0.81,0.81,0.81,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Joinable__assays_both_50_70_ac2_ev,0.88,0.88,0.88,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Joinable__assays_both_50_70_ac3_ev,0.85,0.82,0.88,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Joinable__assays_both_50_70_ac4_ev,0.81,0.81,0.81,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Joinable__assays_both_50_70_ac5_ev,0.84,0.87,0.81,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Joinable__assays_both_50_70_ec_ev,0.8,0.86,0.75,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Joinable__assays_vertical_1_ac1_ev,0.33,0.2,1.0,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
ISResMat,ChEMBL__Joinable__assays_vertical_1_ac2_ev,0.33,0.2,1.0,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
ISResMat,ChEMBL__Joinable__assays_vertical_1_ac3_ev,0.2,0.11,1.0,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Joinable__assays_vertical_1_ac4_ev,0.2,0.11,1.0,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Joinable__assays_vertical_1_ac5_ev,0.2,0.11,1.0,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Joinable__assays_vertical_1_ec_ev,0.33,0.2,1.0,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
ISResMat,ChEMBL__Joinable__assays_vertical_30_ac1_ev,0.75,0.6,1.0,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
ISResMat,ChEMBL__Joinable__assays_vertical_30_ac2_ev,0.71,0.55,1.0,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
ISResMat,ChEMBL__Joinable__assays_vertical_30_ac3_ev,0.75,0.6,1.0,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
ISResMat,ChEMBL__Joinable__assays_vertical_30_ac4_ev,0.47,0.36,0.67,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Joinable__assays_vertical_30_ac5_ev,0.71,0.55,1.0,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
ISResMat,ChEMBL__Joinable__assays_vertical_30_ec_ev,0.71,0.55,1.0,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
ISResMat,ChEMBL__Joinable__assays_vertical_50_ac1_ev,0.76,0.61,1.0,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
ISResMat,ChEMBL__Joinable__assays_vertical_50_ac2_ev,0.83,0.77,0.91,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Joinable__assays_vertical_50_ac3_ev,0.88,0.79,1.0,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
ISResMat,ChEMBL__Joinable__assays_vertical_50_ac4_ev,0.78,0.75,0.82,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Joinable__assays_vertical_50_ac5_ev,0.67,0.62,0.73,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Joinable__assays_vertical_50_ec_ev,0.83,0.77,0.91,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Joinable__assays_vertical_70_ac1_ev,0.88,0.88,0.88,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Joinable__assays_vertical_70_ac2_ev,1.0,1.0,1.0,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Joinable__assays_vertical_70_ac3_ev,0.9,0.93,0.88,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Joinable__assays_vertical_70_ac4_ev,0.91,0.88,0.94,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Joinable__assays_vertical_70_ac5_ev,0.84,0.87,0.81,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Joinable__assays_vertical_70_ec_ev,0.81,0.81,0.81,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Semantically-Joinable__assays_both_50_1_ac1_av,0.22,0.12,1.0,/Users/nahawandkired/Desktop/si_si-results.csv
ISResMat,ChEMBL__Semantically-Joinable__assays_both_50_1_ac2_av,0.0,0.0,0.0,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
ISResMat,ChEMBL__Semantically-Joinable__assays_both_50_1_ac3_av,0.0,0.0,0.0,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
ISResMat,ChEMBL__Semantically-Joinable__assays_both_50_1_ac4_av,0.22,0.12,1.0,/Users/nahawandkired/Desktop/si_si-results.csv
ISResMat,ChEMBL__Semantically-Joinable__assays_both_50_1_ac5_av,0.2,0.11,1.0,/Users/nahawandkired/Desktop/si_si-results.csv
ISResMat,ChEMBL__Semantically-Joinable__assays_both_50_1_ec_av,0.33,0.2,1.0,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
ISResMat,ChEMBL__Semantically-Joinable__assays_both_50_30_ac1_av,0.24,0.18,0.33,/Users/nahawandkired/Desktop/si_si-results.csv
ISResMat,ChEMBL__Semantically-Joinable__assays_both_50_30_ac2_av,0.24,0.18,0.33,/Users/nahawandkired/Desktop/si_si-results.csv
ISResMat,ChEMBL__Semantically-Joinable__assays_both_50_30_ac3_av,0.47,0.36,0.67,/Users/nahawandkired/Desktop/si_si-results.csv
ISResMat,ChEMBL__Semantically-Joinable__assays_both_50_30_ac4_av,0.5,0.4,0.67,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Semantically-Joinable__assays_both_50_30_ac5_av,0.44,0.33,0.67,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Semantically-Joinable__assays_both_50_30_ec_av,0.33,0.25,0.5,/Users/nahawandkired/Desktop/si_si-results.csv
ISResMat,ChEMBL__Semantically-Joinable__assays_both_50_50_ac1_av,0.52,0.5,0.55,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Semantically-Joinable__assays_both_50_50_ac2_av,0.58,0.54,0.64,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Semantically-Joinable__assays_both_50_50_ac3_av,0.54,0.47,0.64,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Semantically-Joinable__assays_both_50_50_ac4_av,0.67,0.62,0.73,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Semantically-Joinable__assays_both_50_50_ac5_av,0.4,0.36,0.45,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Semantically-Joinable__assays_both_50_50_ec_av,0.69,0.6,0.82,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
ISResMat,ChEMBL__Semantically-Joinable__assays_both_50_70_ac1_av,0.56,0.56,0.56,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Semantically-Joinable__assays_both_50_70_ac2_av,0.75,0.75,0.75,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Semantically-Joinable__assays_both_50_70_ac3_av,0.69,0.69,0.69,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Semantically-Joinable__assays_both_50_70_ac4_av,0.75,0.75,0.75,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Semantically-Joinable__assays_both_50_70_ac5_av,0.53,0.57,0.5,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Semantically-Joinable__assays_both_50_70_ec_av,0.79,0.76,0.81,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
ISResMat,ChEMBL__Semantically-Joinable__assays_vertical_1_ac1_av,0.33,0.2,1.0,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
ISResMat,ChEMBL__Semantically-Joinable__assays_vertical_1_ac2_av,0.33,0.2,1.0,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
ISResMat,ChEMBL__Semantically-Joinable__assays_vertical_1_ac3_av,0.2,0.11,1.0,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Semantically-Joinable__assays_vertical_1_ac4_av,0.33,0.2,1.0,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
ISResMat,ChEMBL__Semantically-Joinable__assays_vertical_1_ac5_av,0.33,0.2,1.0,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
ISResMat,ChEMBL__Semantically-Joinable__assays_vertical_1_ec_av,0.33,0.2,1.0,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
ISResMat,ChEMBL__Semantically-Joinable__assays_vertical_30_ac1_av,0.59,0.45,0.83,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Semantically-Joinable__assays_vertical_30_ac2_av,0.47,0.36,0.67,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Semantically-Joinable__assays_vertical_30_ac3_av,0.53,0.44,0.67,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
ISResMat,ChEMBL__Semantically-Joinable__assays_vertical_30_ac4_av,0.35,0.27,0.5,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Semantically-Joinable__assays_vertical_30_ac5_av,0.62,0.5,0.83,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
ISResMat,ChEMBL__Semantically-Joinable__assays_vertical_30_ec_av,0.71,0.55,1.0,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
ISResMat,ChEMBL__Semantically-Joinable__assays_vertical_50_ac1_av,0.72,0.64,0.82,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Semantically-Joinable__assays_vertical_50_ac2_av,0.8,0.71,0.91,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Semantically-Joinable__assays_vertical_50_ac3_av,0.56,0.5,0.64,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Semantically-Joinable__assays_vertical_50_ac4_av,0.62,0.53,0.73,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Semantically-Joinable__assays_vertical_50_ac5_av,0.48,0.43,0.55,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Semantically-Joinable__assays_vertical_50_ec_av,0.76,0.61,1.0,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
ISResMat,ChEMBL__Semantically-Joinable__assays_vertical_70_ac1_av,0.58,0.6,0.56,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Semantically-Joinable__assays_vertical_70_ac2_av,0.69,0.69,0.69,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Semantically-Joinable__assays_vertical_70_ac3_av,0.73,0.71,0.75,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Semantically-Joinable__assays_vertical_70_ac4_av,0.73,0.71,0.75,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Semantically-Joinable__assays_vertical_70_ac5_av,0.57,0.53,0.62,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
ISResMat,ChEMBL__Semantically-Joinable__assays_vertical_70_ec_av,0.52,0.53,0.5,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Unionable__assays_horizontal_0_ac1_av,0.61,0.61,0.61,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
ISResMat,ChEMBL__Unionable__assays_horizontal_0_ac1_ev,0.93,1.0,0.87,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Unionable__assays_horizontal_0_ac2_av,0.65,0.7,0.61,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Unionable__assays_horizontal_0_ac2_ev,0.84,0.9,0.78,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Unionable__assays_horizontal_0_ac3_av,0.7,0.75,0.65,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Unionable__assays_horizontal_0_ac3_ev,0.84,0.9,0.78,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Unionable__assays_horizontal_0_ac4_av,0.71,0.79,0.65,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Unionable__assays_horizontal_0_ac4_ev,0.84,0.9,0.78,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Unionable__assays_horizontal_0_ac5_av,0.71,0.79,0.65,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Unionable__assays_horizontal_0_ac5_ev,0.84,0.9,0.78,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Unionable__assays_horizontal_0_ec_av,0.79,0.7,0.91,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
ISResMat,ChEMBL__Unionable__assays_horizontal_0_ec_ev,0.93,1.0,0.87,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Unionable__assays_horizontal_100_ac1_av,0.84,0.9,0.78,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Unionable__assays_horizontal_100_ac1_ev,0.84,0.9,0.78,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Unionable__assays_horizontal_100_ac2_av,0.56,0.6,0.52,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Unionable__assays_horizontal_100_ac2_ev,0.93,1.0,0.87,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Unionable__assays_horizontal_100_ac3_av,0.56,0.6,0.52,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Unionable__assays_horizontal_100_ac3_ev,0.84,0.9,0.78,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Unionable__assays_horizontal_100_ac4_av,0.7,0.75,0.65,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Unionable__assays_horizontal_100_ac4_ev,0.93,1.0,0.87,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Unionable__assays_horizontal_100_ac5_av,0.74,0.8,0.7,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Unionable__assays_horizontal_100_ac5_ev,0.93,1.0,0.87,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Unionable__assays_horizontal_100_ec_av,0.71,0.79,0.65,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Unionable__assays_horizontal_100_ec_ev,0.84,0.9,0.78,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Unionable__assays_horizontal_50_ac1_av,0.74,0.8,0.7,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Unionable__assays_horizontal_50_ac1_ev,0.84,0.9,0.78,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Unionable__assays_horizontal_50_ac2_av,0.74,0.8,0.7,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Unionable__assays_horizontal_50_ac2_ev,0.84,0.9,0.78,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Unionable__assays_horizontal_50_ac3_av,0.84,0.9,0.78,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Unionable__assays_horizontal_50_ac3_ev,0.84,0.9,0.78,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Unionable__assays_horizontal_50_ac4_av,0.79,0.85,0.74,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Unionable__assays_horizontal_50_ac4_ev,0.93,1.0,0.87,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Unionable__assays_horizontal_50_ac5_av,0.74,0.8,0.7,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Unionable__assays_horizontal_50_ac5_ev,0.93,1.0,0.87,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Unionable__assays_horizontal_50_ec_av,0.6,0.65,0.57,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__Unionable__assays_horizontal_50_ec_ev,0.84,0.9,0.78,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__View-Unionable__assays_both_0_1_ac1_av,0.2,0.11,1.0,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__View-Unionable__assays_both_0_1_ac1_ev,0.0,0.0,0.0,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv
ISResMat,ChEMBL__View-Unionable__assays_both_0_1_ac2_av,0.2,0.11,1.0,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__View-Unionable__assays_both_0_1_ac2_ev,0.25,0.14,1.0,/Users/nahawandkired/Desktop/si_si-results4.csv
ISResMat,ChEMBL__View-Unionable__assays_both_0_1_ac3_av,0.22,0.12,1.0,/Users/nahawandkired/Desktop/si_si-results4.csv
