pair_id,dataset,short_dataset,feature_build_sec_pair,feature_build_reduced_sec_pair,category,relation,model,scenario,rf_fit_sec_pair_share,rf_test_fold_appearances,runtime_sec_pair,runtime_note
ChEMBL__Joinable__assays_vertical_1_ac5_ev,ChEMBL,assays_vertical_1_ac5_ev,43.918,16.4495697863698,ChEMBL,Joinable,minilm,si_si2,12.894884620442308,1,56.812884620442304,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
ChEMBL__View-Unionable__assays_both_0_50_ac1_av,ChEMBL,assays_both_0_50_ac1_av,81.469,32.09161152081191,ChEMBL,View-Unionable,minilm,si_si2,5.615673451915668,1,87.08467345191566,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
OpenData__Unionable__miller2_horizontal_0_ac1_ev,OpenData,miller2_horizontal_0_ac1_ev,704.981,309.44952178126573,OpenData,Unionable,minilm,si_si2,5.549805419644571,2,710.5308054196446,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
TPC-DI__Joinable__prospect_vertical_70_ac4_ev,TPC-DI,prospect_vertical_70_ac4_ev,98.408,39.68186223198846,TPC-DI,Joinable,minilm,si_si2,5.406886820307236,3,103.81488682030724,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
TPC-DI__View-Unionable__prospect_both_0_70_ac3_ev,TPC-DI,prospect_both_0_70_ac3_ev,88.451,35.30725428706407,TPC-DI,View-Unionable,minilm,si_si2,5.406886820307236,3,93.85788682030723,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
ChEMBL__Joinable__assays_vertical_1_ec_ev,ChEMBL,assays_vertical_1_ec_ev,45.605,16.33369583405554,ChEMBL,Joinable,minilm,si_si2,5.39702322527711,2,51.00202322527711,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
ChEMBL__View-Unionable__assays_both_0_50_ac1_ev,ChEMBL,assays_both_0_50_ac1_ev,81.153,31.969834533587104,ChEMBL,View-Unionable,minilm,si_si2,5.615673451915668,1,86.76867345191567,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
OpenData__Unionable__miller2_horizontal_0_ac2_av,OpenData,miller2_horizontal_0_ac2_av,629.769,273.9228777947426,OpenData,Unionable,minilm,si_si2,5.302493504503021,2,635.071493504503,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
TPC-DI__Joinable__prospect_vertical_70_ac5_ev,TPC-DI,prospect_vertical_70_ac5_ev,92.645,37.40752832636237,TPC-DI,Joinable,minilm,si_si2,5.92123784065059,1,98.56623784065059,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
TPC-DI__View-Unionable__prospect_both_0_70_ac4_av,TPC-DI,prospect_both_0_70_ac4_av,92.27,36.932909537553776,TPC-DI,View-Unionable,minilm,si_si2,6.053068523804223,2,98.32306852380422,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
ChEMBL__Joinable__assays_vertical_30_ac1_ev,ChEMBL,assays_vertical_30_ac1_ev,58.19,22.32242323696613,ChEMBL,Joinable,minilm,si_si2,5.958538803030134,2,64.14853880303014,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
ChEMBL__View-Unionable__assays_both_0_50_ac2_av,ChEMBL,assays_both_0_50_ac2_av,73.178,28.414215321347115,ChEMBL,View-Unionable,minilm,si_si2,5.615673451915668,1,78.79367345191567,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
OpenData__Unionable__miller2_horizontal_0_ac2_ev,OpenData,miller2_horizontal_0_ac2_ev,627.527,273.9420046426804,OpenData,Unionable,minilm,si_si2,5.654508434311249,3,633.1815084343112,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
TPC-DI__Joinable__prospect_vertical_70_ec_ev,TPC-DI,prospect_vertical_70_ec_ev,94.616,37.61302275265008,TPC-DI,Joinable,minilm,si_si2,5.863497224656632,4,100.47949722465663,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
TPC-DI__View-Unionable__prospect_both_0_70_ac4_ev,TPC-DI,prospect_both_0_70_ac4_ev,95.375,38.27035941369832,TPC-DI,View-Unionable,minilm,si_si2,5.677781014153622,4,101.05278101415362,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
ChEMBL__Joinable__assays_vertical_30_ac2_ev,ChEMBL,assays_vertical_30_ac2_ev,60.836,23.08941539271176,ChEMBL,Joinable,minilm,si_si2,5.958538803030134,2,66.79453880303014,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
ChEMBL__View-Unionable__assays_both_0_50_ac2_ev,ChEMBL,assays_both_0_50_ac2_ev,75.34,29.357498914152387,ChEMBL,View-Unionable,minilm,si_si2,6.490463595692778,1,81.83046359569278,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
OpenData__Unionable__miller2_horizontal_0_ac3_av,OpenData,miller2_horizontal_0_ac3_av,676.711,294.303098643072,OpenData,Unionable,minilm,si_si2,12.894884620442308,1,689.6058846204423,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
TPC-DI__Semantically-Joinable__prospect_both_50_1_ac1_av,TPC-DI,prospect_both_50_1_ac1_av,39.424,14.373263293296098,TPC-DI,Semantically-Joinable,minilm,si_si2,12.894884620442308,1,52.318884620442304,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
TPC-DI__View-Unionable__prospect_both_0_70_ac5_av,TPC-DI,prospect_both_0_70_ac5_av,95.497,38.27629867245257,TPC-DI,View-Unionable,minilm,si_si2,5.92123784065059,1,101.41823784065059,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
ChEMBL__Joinable__assays_vertical_30_ac3_ev,ChEMBL,assays_vertical_30_ac3_ev,58.097,22.14695107650757,ChEMBL,Joinable,minilm,si_si2,5.863358144993974,3,63.960358144993975,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
ChEMBL__View-Unionable__assays_both_0_50_ac3_av,ChEMBL,assays_both_0_50_ac3_av,80.968,31.81148395839334,ChEMBL,View-Unionable,minilm,si_si2,5.178372998638553,1,86.14637299863855,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
OpenData__Unionable__miller2_horizontal_0_ac3_ev,OpenData,miller2_horizontal_0_ac3_ev,678.091,296.3920602425784,OpenData,Unionable,minilm,si_si2,12.894884620442308,1,690.9858846204423,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
TPC-DI__Semantically-Joinable__prospect_both_50_1_ac2_av,TPC-DI,prospect_both_50_1_ac2_av,38.896,14.08413438527286,TPC-DI,Semantically-Joinable,minilm,si_si2,5.615673451915668,1,44.51167345191567,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
TPC-DI__View-Unionable__prospect_both_0_70_ac5_ev,TPC-DI,prospect_both_0_70_ac5_ev,94.623,38.06711400891841,TPC-DI,View-Unionable,minilm,si_si2,5.549805419644571,2,100.17280541964458,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
ChEMBL__Joinable__assays_vertical_30_ac4_ev,ChEMBL,assays_vertical_30_ac4_ev,59.766,22.74556905327737,ChEMBL,Joinable,minilm,si_si2,12.894884620442308,1,72.6608846204423,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
ChEMBL__View-Unionable__assays_both_0_50_ac3_ev,ChEMBL,assays_both_0_50_ac3_ev,83.666,32.8931607350558,ChEMBL,View-Unionable,minilm,si_si2,5.302493504503021,2,88.96849350450302,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
OpenData__Unionable__miller2_horizontal_0_ac4_av,OpenData,miller2_horizontal_0_ac4_av,663.33,289.3568034245819,OpenData,Unionable,minilm,si_si2,5.768455646283129,2,669.0984556462831,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
TPC-DI__Semantically-Joinable__prospect_both_50_1_ac3_av,TPC-DI,prospect_both_50_1_ac3_av,39.987,14.364274688333277,TPC-DI,Semantically-Joinable,minilm,si_si2,6.205850718171684,2,46.192850718171684,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
TPC-DI__View-Unionable__prospect_both_0_70_ec_av,TPC-DI,prospect_both_0_70_ec_av,87.571,34.92628054274619,TPC-DI,View-Unionable,minilm,si_si2,5.42661401036749,1,92.99761401036749,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
ChEMBL__Joinable__assays_vertical_30_ac5_ev,ChEMBL,assays_vertical_30_ac5_ev,56.088,21.21639208915829,ChEMBL,Joinable,minilm,si_si2,5.946105148903619,3,62.03410514890362,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
ChEMBL__View-Unionable__assays_both_0_50_ac4_av,ChEMBL,assays_both_0_50_ac4_av,78.065,30.5018363302201,ChEMBL,View-Unionable,minilm,si_si2,5.42661401036749,1,83.49161401036748,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
OpenData__Unionable__miller2_horizontal_0_ac4_ev,OpenData,miller2_horizontal_0_ac4_ev,666.649,291.528126554355,OpenData,Unionable,minilm,si_si2,5.92123784065059,1,672.5702378406506,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
TPC-DI__Semantically-Joinable__prospect_both_50_1_ac4_av,TPC-DI,prospect_both_50_1_ac4_av,39.108,14.094767476424568,TPC-DI,Semantically-Joinable,minilm,si_si2,12.894884620442308,1,52.0028846204423,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
TPC-DI__View-Unionable__prospect_both_0_70_ec_ev,TPC-DI,prospect_both_0_70_ec_ev,89.343,35.731570167124275,TPC-DI,View-Unionable,minilm,si_si2,12.894884620442308,1,102.23788462044232,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
ChEMBL__Joinable__assays_vertical_30_ec_ev,ChEMBL,assays_vertical_30_ec_ev,60.399,23.599145207345487,ChEMBL,Joinable,minilm,si_si2,5.571761430401604,3,65.97076143040161,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
ChEMBL__View-Unionable__assays_both_0_50_ac4_ev,ChEMBL,assays_both_0_50_ac4_ev,78.39,30.551846509203315,ChEMBL,View-Unionable,minilm,si_si2,5.406886820307236,3,83.79688682030724,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
OpenData__Unionable__miller2_horizontal_0_ac5_av,OpenData,miller2_horizontal_0_ac5_av,666.065,290.4298194018752,OpenData,Unionable,minilm,si_si2,5.42661401036749,1,671.4916140103676,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
TPC-DI__Semantically-Joinable__prospect_both_50_1_ac5_av,TPC-DI,prospect_both_50_1_ac5_av,41.053,14.933857301875944,TPC-DI,Semantically-Joinable,minilm,si_si2,12.894884620442308,1,53.94788462044231,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
Wikidata__Musicians__Musicians_joinable,Wikidata,Musicians_joinable,49.068,18.44848803247511,Wikidata,Joinable,minilm,si_si2,12.894884620442308,1,61.96288462044231,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
ChEMBL__Joinable__assays_vertical_50_ac1_ev,ChEMBL,assays_vertical_50_ac1_ev,76.294,29.978472469612957,ChEMBL,Joinable,minilm,si_si2,5.768455646283129,2,82.06245564628313,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
ChEMBL__View-Unionable__assays_both_0_50_ac5_av,ChEMBL,assays_both_0_50_ac5_av,80.381,31.45606511779502,ChEMBL,View-Unionable,minilm,si_si2,12.894884620442308,1,93.27588462044231,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
OpenData__Unionable__miller2_horizontal_0_ac5_ev,OpenData,miller2_horizontal_0_ac5_ev,680.383,297.9824916465134,OpenData,Unionable,minilm,si_si2,6.490463595692778,1,686.8734635956928,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
TPC-DI__Semantically-Joinable__prospect_both_50_1_ec_av,TPC-DI,prospect_both_50_1_ec_av,40.279,14.657550985828044,TPC-DI,Semantically-Joinable,minilm,si_si2,6.490463595692778,1,46.769463595692784,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
Wikidata__Musicians__Musicians_semjoinable,Wikidata,Musicians_semjoinable,58.927,22.644609931714832,Wikidata,Semantically-Joinable,minilm,si_si2,5.768455646283129,2,64.69545564628312,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
ChEMBL__Joinable__assays_vertical_50_ac2_ev,ChEMBL,assays_vertical_50_ac2_ev,78.806,30.73873097090423,ChEMBL,Joinable,minilm,si_si2,5.834418297165666,2,84.64041829716567,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
ChEMBL__View-Unionable__assays_both_0_50_ac5_ev,ChEMBL,assays_both_0_50_ac5_ev,82.482,32.322347500517964,ChEMBL,View-Unionable,minilm,si_si2,6.009124962753012,3,88.491124962753,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
OpenData__Unionable__miller2_horizontal_0_ec_av,OpenData,miller2_horizontal_0_ec_av,625.196,272.9029117613137,OpenData,Unionable,minilm,si_si2,5.67392592550904,2,630.869925925509,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
TPC-DI__Semantically-Joinable__prospect_both_50_30_ac1_av,TPC-DI,prospect_both_50_30_ac1_av,56.968,21.719977389678363,TPC-DI,Semantically-Joinable,minilm,si_si2,12.894884620442308,1,69.86288462044232,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
Wikidata__Musicians__Musicians_unionable,Wikidata,Musicians_unionable,110.794,44.82892216207087,Wikidata,Unionable,minilm,si_si2,5.834418297165666,2,116.62841829716567,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
ChEMBL__Joinable__assays_vertical_50_ac3_ev,ChEMBL,assays_vertical_50_ac3_ev,82.446,32.427180055998264,ChEMBL,Joinable,minilm,si_si2,5.521143731141579,2,87.96714373114158,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
ChEMBL__View-Unionable__assays_both_0_50_ec_av,ChEMBL,assays_both_0_50_ec_av,92.884,37.88202427738905,ChEMBL,View-Unionable,minilm,si_si2,5.92123784065059,1,98.80523784065059,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
OpenData__Unionable__miller2_horizontal_0_ec_ev,OpenData,miller2_horizontal_0_ec_ev,668.456,292.7314268590361,OpenData,Unionable,minilm,si_si2,5.615673451915668,1,674.0716734519157,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
TPC-DI__Semantically-Joinable__prospect_both_50_30_ac2_av,TPC-DI,prospect_both_50_30_ac2_av,55.645,20.981720772087577,TPC-DI,Semantically-Joinable,minilm,si_si2,5.521143731141579,2,61.16614373114158,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
Wikidata__Musicians__Musicians_viewunion,Wikidata,Musicians_viewunion,46.837,17.52572770108283,Wikidata,View-Unionable,minilm,si_si2,5.42661401036749,1,52.26361401036749,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
ChEMBL__Joinable__assays_vertical_50_ac4_ev,ChEMBL,assays_vertical_50_ac4_ev,79.28,31.108679885715247,ChEMBL,Joinable,minilm,si_si2,5.39702322527711,2,84.67702322527711,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
ChEMBL__View-Unionable__assays_both_0_50_ec_ev,ChEMBL,assays_both_0_50_ec_ev,82.323,32.829773361936205,ChEMBL,View-Unionable,minilm,si_si2,5.39702322527711,2,87.7200232252771,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
OpenData__Unionable__miller2_horizontal_100_ac1_av,OpenData,miller2_horizontal_100_ac1_av,701.405,307.93234961779785,OpenData,Unionable,minilm,si_si2,12.894884620442308,1,714.2998846204423,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
TPC-DI__Semantically-Joinable__prospect_both_50_30_ac3_av,TPC-DI,prospect_both_50_30_ac3_av,56.898,21.637688253030184,TPC-DI,Semantically-Joinable,minilm,si_si2,5.654508434311249,3,62.55250843431125,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
ChEMBL__Joinable__assays_vertical_50_ac5_ev,ChEMBL,assays_vertical_50_ac5_ev,80.831,31.630824973568323,ChEMBL,Joinable,minilm,si_si2,6.490463595692778,1,87.32146359569278,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
ChEMBL__View-Unionable__assays_both_0_70_ac1_av,ChEMBL,assays_both_0_70_ac1_av,100.328,40.40125262203813,ChEMBL,View-Unionable,minilm,si_si2,5.39702322527711,2,105.72502322527711,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
OpenData__Unionable__miller2_horizontal_100_ac1_ev,OpenData,miller2_horizontal_100_ac1_ev,691.339,303.7893943305463,OpenData,Unionable,minilm,si_si2,5.302493504503021,2,696.641493504503,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
TPC-DI__Semantically-Joinable__prospect_both_50_30_ac4_av,TPC-DI,prospect_both_50_30_ac4_av,51.954,19.716165987864137,TPC-DI,Semantically-Joinable,minilm,si_si2,5.946105148903619,3,57.90010514890362,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
ChEMBL__Joinable__assays_vertical_50_ec_ev,ChEMBL,assays_vertical_50_ec_ev,87.489,35.54378153750301,ChEMBL,Joinable,minilm,si_si2,5.178372998638553,1,92.66737299863856,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
ChEMBL__View-Unionable__assays_both_0_70_ac1_ev,ChEMBL,assays_both_0_70_ac1_ev,103.272,41.47857387375832,ChEMBL,View-Unionable,minilm,si_si2,5.42661401036749,1,108.69861401036749,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
OpenData__Unionable__miller2_horizontal_100_ac2_av,OpenData,miller2_horizontal_100_ac2_av,659.456,287.8393462968469,OpenData,Unionable,minilm,si_si2,5.844250352658645,3,665.3002503526586,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
TPC-DI__Semantically-Joinable__prospect_both_50_30_ac5_av,TPC-DI,prospect_both_50_30_ac5_av,57.307,21.66320376840234,TPC-DI,Semantically-Joinable,minilm,si_si2,6.490463595692778,1,63.79746359569278,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
ChEMBL__Joinable__assays_vertical_70_ac1_ev,ChEMBL,assays_vertical_70_ac1_ev,103.569,41.56520550312102,ChEMBL,Joinable,minilm,si_si2,12.894884620442308,1,116.46388462044231,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
ChEMBL__View-Unionable__assays_both_0_70_ac2_av,ChEMBL,assays_both_0_70_ac2_av,104.007,41.9237975652963,ChEMBL,View-Unionable,minilm,si_si2,5.302493504503021,2,109.30949350450302,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
OpenData__Unionable__miller2_horizontal_100_ac2_ev,OpenData,miller2_horizontal_100_ac2_ev,682.501,298.2946378829181,OpenData,Unionable,minilm,si_si2,5.92123784065059,1,688.4222378406506,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
TPC-DI__Semantically-Joinable__prospect_both_50_30_ec_av,TPC-DI,prospect_both_50_30_ec_av,63.026,24.584174010366205,TPC-DI,Semantically-Joinable,minilm,si_si2,5.92123784065059,1,68.94723784065059,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
ChEMBL__Joinable__assays_vertical_70_ac2_ev,ChEMBL,assays_vertical_70_ac2_ev,105.716,42.75522124579548,ChEMBL,Joinable,minilm,si_si2,12.894884620442308,1,118.6108846204423,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
ChEMBL__View-Unionable__assays_both_0_70_ac2_ev,ChEMBL,assays_both_0_70_ac2_ev,97.349,38.80278128625452,ChEMBL,View-Unionable,minilm,si_si2,6.490463595692778,1,103.83946359569278,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
OpenData__Unionable__miller2_horizontal_100_ac3_av,OpenData,miller2_horizontal_100_ac3_av,668.911,292.13226958519215,OpenData,Unionable,minilm,si_si2,5.42661401036749,1,674.3376140103675,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
TPC-DI__Semantically-Joinable__prospect_both_50_50_ac1_av,TPC-DI,prospect_both_50_50_ac1_av,77.63,30.544567541331052,TPC-DI,Semantically-Joinable,minilm,si_si2,5.698483534899606,3,83.3284835348996,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
ChEMBL__Joinable__assays_vertical_70_ac3_ev,ChEMBL,assays_vertical_70_ac3_ev,103.719,41.720088982447976,ChEMBL,Joinable,minilm,si_si2,5.726472379453016,5,109.44547237945301,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
ChEMBL__View-Unionable__assays_both_0_70_ac3_av,ChEMBL,assays_both_0_70_ac3_av,102.19,41.22310886025428,ChEMBL,View-Unionable,minilm,si_si2,6.205850718171684,2,108.39585071817169,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
OpenData__Unionable__miller2_horizontal_100_ac3_ev,OpenData,miller2_horizontal_100_ac3_ev,685.84,299.4404197606817,OpenData,Unionable,minilm,si_si2,5.39702322527711,2,691.2370232252772,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
TPC-DI__Semantically-Joinable__prospect_both_50_50_ac2_av,TPC-DI,prospect_both_50_50_ac2_av,73.299,28.14292801485957,TPC-DI,Semantically-Joinable,minilm,si_si2,6.053068523804223,2,79.35206852380423,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
ChEMBL__Joinable__assays_vertical_70_ac4_ev,ChEMBL,assays_vertical_70_ac4_ev,103.317,41.28437460885196,ChEMBL,Joinable,minilm,si_si2,6.205850718171684,2,109.52285071817168,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
ChEMBL__View-Unionable__assays_both_0_70_ac3_ev,ChEMBL,assays_both_0_70_ac3_ev,97.812,39.29022151519357,ChEMBL,View-Unionable,minilm,si_si2,5.834418297165666,2,103.64641829716567,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
OpenData__Unionable__miller2_horizontal_100_ac4_av,OpenData,miller2_horizontal_100_ac4_av,664.114,290.60644605563584,OpenData,Unionable,minilm,si_si2,5.768455646283129,2,669.8824556462831,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
TPC-DI__Semantically-Joinable__prospect_both_50_50_ac3_av,TPC-DI,prospect_both_50_50_ac3_av,74.096,28.713049692198645,TPC-DI,Semantically-Joinable,minilm,si_si2,12.894884620442308,1,86.99088462044232,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
ChEMBL__Joinable__assays_vertical_70_ac5_ev,ChEMBL,assays_vertical_70_ac5_ev,106.284,42.55516383984685,ChEMBL,Joinable,minilm,si_si2,12.894884620442308,1,119.17888462044232,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
ChEMBL__View-Unionable__assays_both_0_70_ac4_av,ChEMBL,assays_both_0_70_ac4_av,98.893,39.75825920964777,ChEMBL,View-Unionable,minilm,si_si2,12.894884620442308,1,111.78788462044231,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
OpenData__Unionable__miller2_horizontal_100_ac4_ev,OpenData,miller2_horizontal_100_ac4_ev,666.873,291.65318463961785,OpenData,Unionable,minilm,si_si2,5.39702322527711,2,672.2700232252771,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
TPC-DI__Semantically-Joinable__prospect_both_50_50_ac4_av,TPC-DI,prospect_both_50_50_ac4_av,75.511,29.348085906416173,TPC-DI,Semantically-Joinable,minilm,si_si2,5.178372998638553,1,80.68937299863855,"feature build from final_time_before_after_fs_bis.csv (minilm, si_si2) + RF fit amortized by test pair; prediction time not separately logged"
