method,method_raw,pair_id,pair_id_raw,f1_all_to_all,precision_all_to_all,recall_all_to_all,runtime,scenario,source,dataset_group,relation_group
Similarity Flooding,SimilarityFlooding,OpenData__Semantically-Joinable__miller2_both_50_30_ac5_av,miller2_both_50_30_ac5_av_source.csv,0.3111111111111111,0.2333333333333333,0.4666666666666667,5.327505350112915,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,Semantically-Joinable
ISResMat,ISResMat,OpenData__Semantically-Joinable__miller2_vertical_30_ac2_av,miller2_vertical_30_ac2_av_source.csv,0.3111111111111111,0.2333333333333333,0.4666666666666667,138.78927302360535,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,Semantically-Joinable
COMA++,Coma++,OpenData__View -Unionable__miller2_both_0_70_ac5_av,miller2_both_0_70_ac5_av_source.csv,0.3111111111111111,0.7,0.2,316.588360786438,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,View-Unionable
Similarity Flooding,SimilarityFlooding,OpenData__Joinable__miller2_vertical_50_ac5_ev,miller2_vertical_50_ac5_ev_source.csv,0.3103448275862069,0.2727272727272727,0.36,7.625895023345947,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,Joinable
ISResMat,ISResMat,OpenData__View -Unionable__miller2_both_0_70_ac1_av,miller2_both_0_70_ac1_av_source.csv,0.3076923076923077,0.2790697674418604,0.3428571428571428,207.59694480896,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,View-Unionable
Cupid,Cupid,ChEMBL__Semantically-Joinable__assays_both_50_50_ac3_av,assays_both_50_50_ac3_av_source.csv,0.3076923076923077,1.0,0.1818181818181818,20.7517614364624,,/Users/nahawandkired/Desktop/si_si-results.csv,ChEMBL,Semantically-Joinable
Similarity Flooding,SimilarityFlooding,ChEMBL__Joinable__assays_both_50_50_ac2_ev,assays_both_50_50_ac2_ev_source.csv,0.3076923076923077,1.0,0.1818181818181818,0.6403329372406006,,/Users/nahawandkired/Desktop/si_si-results.csv,ChEMBL,Joinable
ISResMat,ISResMat,OpenData__Semantically-Joinable__miller2_vertical_70_ac5_av,miller2_vertical_70_ac5_av_source.csv,0.3076923076923077,0.2790697674418604,0.3428571428571428,217.2419867515564,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,Semantically-Joinable
Similarity Flooding,SimilarityFlooding,ChEMBL__View-Unionable__assays_both_0_50_ac2_ev,assays_both_0_50_ac2_ev_source.csv,0.3076923076923077,1.0,0.1818181818181818,0.6230356693267822,,/Users/nahawandkired/Desktop/si_si-results.csv,ChEMBL,View-Unionable
Distribution Based,,ChEMBL__View-Unionable__assays_both_0_70_ac2_av,,0.3076923076923077,0.4,0.25,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,View-Unionable
ISResMat,ISResMat,OpenData__Semantically-Joinable__miller2_both_50_70_ac2_av,miller2_both_50_70_ac2_av_source.csv,0.3076923076923077,0.2790697674418604,0.3428571428571428,211.702936410904,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,Semantically-Joinable
ISResMat,ISResMat,TPC-DI__Semantically-Joinable__prospect_vertical_50_ac5_av,prospect_vertical_50_ac5_av_source.csv,0.3076923076923076,0.2666666666666666,0.3636363636363636,119.32469463348389,,/Users/nahawandkired/Desktop/si_si-results.csv,TPC-DI,Semantically-Joinable
Similarity Flooding,SimilarityFlooding,ChEMBL__Unionable__assays_horizontal_0_ac5_av,assays_horizontal_0_ac5_av_source.csv,0.3076923076923076,0.375,0.2608695652173913,2.3215878009796143,,/Users/nahawandkired/Desktop/si_si-results.csv,ChEMBL,Unionable
Distribution Based,Distribution,TPC-DI__Joinable__prospect_vertical_30_ac5_ev,prospect_vertical_30_ac5_ev_source.csv,0.3076923076923076,0.2857142857142857,0.3333333333333333,13.551563739776611,,/Users/nahawandkired/Desktop/si_si-results.csv,TPC-DI,Joinable
COMA,Coma,OpenData__View -Unionable__miller2_both_0_70_ac4_av,miller2_both_0_70_ac4_av_source.csv,0.3043478260869565,0.6363636363636364,0.2,3.0995655059814453,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,View-Unionable
Distribution Based,Distribution,OpenData__Joinable__miller2_vertical_70_ac2_ev,miller2_vertical_70_ac2_ev_source.csv,0.303030303030303,0.3225806451612903,0.2857142857142857,130.8496537208557,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,Joinable
Distribution Based,,ChEMBL__View-Unionable__assays_both_0_70_ec_av,,0.3,0.75,0.1875,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,View-Unionable
Distribution Based,,ChEMBL__View-Unionable__assays_both_0_50_ac3_ev,,0.3,0.3333333333333333,0.2727272727272727,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,View-Unionable
Distribution Based,Distribution,TPC-DI__Joinable__prospect_both_50_50_ac5_ev,prospect_both_50_50_ac5_ev_source.csv,0.3,0.3333333333333333,0.2727272727272727,14.618414163589478,,/Users/nahawandkired/Desktop/si_si-results.csv,TPC-DI,Joinable
COMA,Coma,ChEMBL__Semantically-Joinable__assays_vertical_70_ac5_av,assays_vertical_70_ac5_av_source.csv,0.3,0.75,0.1875,1.590998649597168,,/Users/nahawandkired/Desktop/si_si-results.csv,ChEMBL,Semantically-Joinable
COMA,Coma,ChEMBL__Semantically-Joinable__assays_both_50_70_ac5_av,assays_both_50_70_ac5_av_source.csv,0.3,0.75,0.1875,1.4484503269195557,,/Users/nahawandkired/Desktop/si_si-results.csv,ChEMBL,Semantically-Joinable
MagnetoFTGPT,MagnetoFTGPT,TPC-DI__View-Unionable__prospect_both_0_30_ac3_ev,prospect_both_0_30_ac3_ev_source.csv,0.3,0.2142857142857142,0.5,8.975051641464233,,/Users/nahawandkired/Desktop/si_si-magneto.csv,TPC-DI,View-Unionable
COMA++,Coma++,ChEMBL__Semantically-Joinable__assays_vertical_70_ac4_av,assays_vertical_70_ac4_av_source.csv,0.3,0.75,0.1875,54.31385517120361,,/Users/nahawandkired/Desktop/si_si-results.csv,ChEMBL,Semantically-Joinable
MagnetoFT,MagnetoFT,TPC-DI__View-Unionable__prospect_both_0_30_ac3_ev,prospect_both_0_30_ac3_ev_source.csv,0.3,0.2142857142857142,0.5,9.192306756973268,,/Users/nahawandkired/Desktop/si_si-magneto.csv,TPC-DI,View-Unionable
Magneto,,ChEMBL__Semantically-Joinable__assays_vertical_30_ac4_av,,0.3,0.2142857142857142,0.5,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Semantically-Joinable
MagnetoGPT,MagnetoGPT,TPC-DI__View-Unionable__prospect_both_0_30_ac3_ev,prospect_both_0_30_ac3_ev_source.csv,0.3,0.2142857142857142,0.5,8.923710346221924,,/Users/nahawandkired/Desktop/si_si-magneto.csv,TPC-DI,View-Unionable
ISResMat,ISResMat,OpenData__Semantically-Joinable__miller2_both_50_50_ac5_av,miller2_both_50_50_ac5_av_source.csv,0.3,0.2571428571428571,0.36,170.42946815490723,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,Semantically-Joinable
MagnetoGPT,MagnetoGPT,TPC-DI__View-Unionable__prospect_both_0_30_ac5_ev,prospect_both_0_30_ac5_ev_source.csv,0.3,0.2142857142857142,0.5,14.800926446914673,,/Users/nahawandkired/Desktop/si_si-magneto.csv,TPC-DI,View-Unionable
MagnetoFTGPT,MagnetoFTGPT,TPC-DI__View-Unionable__prospect_both_0_30_ac2_ev,prospect_both_0_30_ac2_ev_source.csv,0.3,0.2142857142857142,0.5,11.054100275039673,,/Users/nahawandkired/Desktop/si_si-magneto.csv,TPC-DI,View-Unionable
Magneto,Magneto,ChEMBL__View-Unionable__assays_both_0_30_ac2_av,assays_both_0_30_ac2_av_source.csv,0.3,0.2142857142857142,0.5,7.385675668716431,,/Users/nahawandkired/Desktop/si_si-magneto.csv,ChEMBL,View-Unionable
Magneto,,ChEMBL__Semantically-Joinable__assays_both_50_30_ac5_av,,0.3,0.2142857142857142,0.5,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Semantically-Joinable
MagnetoGPT,MagnetoGPT,TPC-DI__View-Unionable__prospect_both_0_30_ac2_ev,prospect_both_0_30_ac2_ev_source.csv,0.3,0.2142857142857142,0.5,11.576934576034546,,/Users/nahawandkired/Desktop/si_si-magneto.csv,TPC-DI,View-Unionable
MagnetoFTGPT,MagnetoFTGPT,TPC-DI__View-Unionable__prospect_both_0_30_ac5_ev,prospect_both_0_30_ac5_ev_source.csv,0.3,0.2142857142857142,0.5,14.378886222839355,,/Users/nahawandkired/Desktop/si_si-magneto.csv,TPC-DI,View-Unionable
MagnetoFT,MagnetoFT,TPC-DI__View-Unionable__prospect_both_0_30_ac2_ev,prospect_both_0_30_ac2_ev_source.csv,0.3,0.2142857142857142,0.5,11.464881658554075,,/Users/nahawandkired/Desktop/si_si-magneto.csv,TPC-DI,View-Unionable
Magneto,Magneto,ChEMBL__View-Unionable__assays_both_0_30_ac5_av,assays_both_0_30_ac5_av_source.csv,0.3,0.2142857142857142,0.5,7.367781639099121,,/Users/nahawandkired/Desktop/si_si-magneto.csv,ChEMBL,View-Unionable
MagnetoFT,MagnetoFT,TPC-DI__View-Unionable__prospect_both_0_30_ac5_ev,prospect_both_0_30_ac5_ev_source.csv,0.3,0.2142857142857142,0.5,14.442209005355837,,/Users/nahawandkired/Desktop/si_si-magneto.csv,TPC-DI,View-Unionable
ISResMat,ISResMat,OpenData__View -Unionable__miller2_both_0_30_ac3_av,miller2_both_0_30_ac3_av_source.csv,0.2978723404255319,0.21875,0.4666666666666667,115.3552634716034,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,View-Unionable
COMA,Coma,TPC-DI__Unionable__prospect_horizontal_100_ac4_av,prospect_horizontal_100_ac4_av_source.csv,0.2962962962962963,0.8,0.1818181818181818,1.9133033752441408,,/Users/nahawandkired/Desktop/si_si-results.csv,TPC-DI,Unionable
ISResMat,ISResMat,OpenData__Semantically-Joinable__miller2_vertical_50_ac2_av,miller2_vertical_50_ac2_av_source.csv,0.2950819672131147,0.25,0.36,174.56750178337097,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,Semantically-Joinable
MagnetoFT,MagnetoFT,OpenData__View -Unionable__miller2_both_0_30_ac5_av,miller2_both_0_30_ac5_av_source.csv,0.2916666666666666,0.2121212121212121,0.4666666666666667,13.694234609603882,,/Users/nahawandkired/Desktop/si_si-magneto.csv,OpenData,View-Unionable
MagnetoFTGPT,MagnetoFTGPT,OpenData__View -Unionable__miller2_both_0_30_ac5_av,miller2_both_0_30_ac5_av_source.csv,0.2916666666666666,0.2121212121212121,0.4666666666666667,14.047131299972534,,/Users/nahawandkired/Desktop/si_si-magneto.csv,OpenData,View-Unionable
MagnetoGPT,MagnetoGPT,OpenData__View -Unionable__miller2_both_0_30_ac5_av,miller2_both_0_30_ac5_av_source.csv,0.2916666666666666,0.2121212121212121,0.4666666666666667,13.645356178283691,,/Users/nahawandkired/Desktop/si_si-magneto.csv,OpenData,View-Unionable
ISResMat,ISResMat,OpenData__View -Unionable__miller2_both_0_50_ac2_av,miller2_both_0_50_ac2_av_source.csv,0.2903225806451613,0.2432432432432432,0.36,166.31460618972778,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,View-Unionable
Distribution Based,Distribution,OpenData__Joinable__miller2_vertical_70_ac3_ev,miller2_vertical_70_ac3_ev_source.csv,0.2898550724637681,0.2941176470588235,0.2857142857142857,130.01915192604065,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,Joinable
ISResMat,ISResMat,OpenData__Semantically-Joinable__miller2_both_50_70_ac4_av,miller2_both_50_70_ac4_av_source.csv,0.2894736842105263,0.2682926829268293,0.3142857142857143,211.35589146614075,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,Semantically-Joinable
Similarity Flooding,SimilarityFlooding,TPC-DI__View-Unionable__prospect_both_0_1_ac2_ev,prospect_both_0_1_ac2_ev_source.csv,0.2857142857142857,0.1666666666666666,1.0,0.1766881942749023,,/Users/nahawandkired/Desktop/si_si-results.csv,TPC-DI,View-Unionable
COMA++,Coma++,OpenData__Semantically-Joinable__miller2_both_50_1_ac3_av,miller2_both_50_1_ac3_av_source.csv,0.2857142857142857,0.1666666666666666,1.0,128.7167611122131,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,Semantically-Joinable
Cupid,Cupid,ChEMBL__Semantically-Joinable__assays_vertical_1_ac1_av,assays_vertical_1_ac1_av_source.csv,0.2857142857142857,0.1666666666666666,1.0,31.91564989089965,,/Users/nahawandkired/Desktop/si_si-results.csv,ChEMBL,Semantically-Joinable
COMA++,Coma++,ChEMBL__Unionable__assays_horizontal_100_ac4_av,assays_horizontal_100_ac4_av_source.csv,0.2857142857142857,0.8,0.1739130434782608,49.70176744461059,,/Users/nahawandkired/Desktop/si_si-results.csv,ChEMBL,Unionable
COMA++,Coma++,OpenData__Semantically-Joinable__miller2_both_50_1_ac1_av,miller2_both_50_1_ac1_av_source.csv,0.2857142857142857,0.1666666666666666,1.0,128.869615316391,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,Semantically-Joinable
Distribution Based,,ChEMBL__View-Unionable__assays_both_0_30_ec_av,,0.2857142857142857,1.0,0.1666666666666666,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,View-Unionable
Similarity Flooding,SimilarityFlooding,TPC-DI__Semantically-Joinable__prospect_both_50_1_ac4_av,prospect_both_50_1_ac4_av_source.csv,0.2857142857142857,0.1666666666666666,1.0,0.2476751804351806,,/Users/nahawandkired/Desktop/si_si-results.csv,TPC-DI,Semantically-Joinable
SMUTF,,OpenData__Joinable__miller2_both_50_1_ac2_ev,,0.2857142857142857,0.1666666666666666,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,OpenData,Joinable
Cupid,Cupid,TPC-DI__Joinable__prospect_vertical_30_ac3_ev,prospect_vertical_30_ac3_ev_source.csv,0.2857142857142857,1.0,0.1666666666666666,8.287046194076538,,/Users/nahawandkired/Desktop/si_si-results.csv,TPC-DI,Joinable
Distribution Based,Distribution,OpenData__View -Unionable__miller2_both_0_1_ac3_ev,miller2_both_0_1_ac3_ev_source.csv,0.2857142857142857,0.1666666666666666,1.0,19.686184644699097,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,View-Unionable
Distribution Based,,ChEMBL__Semantically-Joinable__assays_both_50_50_ac3_av,,0.2857142857142857,0.6666666666666666,0.1818181818181818,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Semantically-Joinable
COMA++,Coma++,ChEMBL__Unionable__assays_horizontal_50_ac4_ev,assays_horizontal_50_ac4_ev_source.csv,0.2857142857142857,0.8,0.1739130434782608,50.09648942947388,,/Users/nahawandkired/Desktop/si_si-results.csv,ChEMBL,Unionable
COMA,Coma,OpenData__Semantically-Joinable__miller2_vertical_1_ec_av,miller2_vertical_1_ec_av_source.csv,0.2857142857142857,0.1666666666666666,1.0,1.9856173992156985,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,Semantically-Joinable
COMA,Coma,TPC-DI__View-Unionable__prospect_both_0_50_ac4_av,prospect_both_0_50_ac4_av_source.csv,0.2857142857142857,0.6666666666666666,0.1818181818181818,1.627232551574707,,/Users/nahawandkired/Desktop/si_si-results.csv,TPC-DI,View-Unionable
COMA,Coma,OpenData__Semantically-Joinable__miller2_vertical_1_ac1_av,miller2_vertical_1_ac1_av_source.csv,0.2857142857142857,0.1666666666666666,1.0,2.061976194381714,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,Semantically-Joinable
COMA,Coma,OpenData__Semantically-Joinable__miller2_both_50_1_ac1_av,miller2_both_50_1_ac1_av_source.csv,0.2857142857142857,0.1666666666666666,1.0,1.994711637496948,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,Semantically-Joinable
Cupid,Cupid,TPC-DI__Semantically-Joinable__prospect_vertical_30_ac3_av,prospect_vertical_30_ac3_av_source.csv,0.2857142857142857,1.0,0.1666666666666666,7.998206377029419,,/Users/nahawandkired/Desktop/si_si-results.csv,TPC-DI,Semantically-Joinable
COMA,Coma,OpenData__Semantically-Joinable__miller2_both_50_30_ac5_av,miller2_both_50_30_ac5_av_source.csv,0.2857142857142857,0.5,0.2,2.400804281234741,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,Semantically-Joinable
Magneto,,TPC-DI__Joinable__prospect_both_50_1_ac1_ev,,0.2857142857142857,0.1666666666666666,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,TPC-DI,Joinable
MagnetoGPT,MagnetoGPT,TPC-DI__Semantically-Joinable__prospect_both_50_1_ec_av,prospect_both_50_1_ec_av_source.csv,0.2857142857142857,0.1666666666666666,1.0,35.77813959121704,,/Users/nahawandkired/Desktop/si_si-results0101.csv,TPC-DI,Semantically-Joinable
COMA,Coma,OpenData__Joinable__miller2_both_50_1_ec_ev,miller2_both_50_1_ec_ev_source.csv,0.2857142857142857,0.1666666666666666,1.0,2.018271923065185,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,Joinable
Distribution Based,Distribution,ChEMBL__View-Unionable__assays_both_0_50_ec_av,assays_both_0_50_ec_av_source.csv,0.2857142857142857,0.6666666666666666,0.1818181818181818,5.677283525466919,,/Users/nahawandkired/Desktop/si_si-results.csv,ChEMBL,View-Unionable
COMA,Coma,OpenData__Joinable__miller2_vertical_1_ac1_ev,miller2_vertical_1_ac1_ev_source.csv,0.2857142857142857,0.1666666666666666,1.0,2.120885133743286,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,Joinable
SMUTF,,ChEMBL__View-Unionable__assays_both_0_30_ac4_av,,0.2857142857142857,0.25,0.3333333333333333,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,View-Unionable
SMUTF,,OpenData__Joinable__miller2_vertical_1_ac2_ev,,0.2857142857142857,0.1666666666666666,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,OpenData,Joinable
COMA,Coma,OpenData__Joinable__miller2_vertical_1_ec_ev,miller2_vertical_1_ec_ev_source.csv,0.2857142857142857,0.1666666666666666,1.0,2.110836982727051,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,Joinable
MagnetoFTGPT,,ChEMBL__View-Unionable__assays_both_0_1_ac2_ev,,0.2857142857142857,0.1666666666666666,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,View-Unionable
COMA,Coma,OpenData__Joinable__miller2_both_50_1_ac1_ev,miller2_both_50_1_ac1_ev_source.csv,0.2857142857142857,0.1666666666666666,1.0,2.014193058013916,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,Joinable
MagnetoFTGPT,,ChEMBL__View-Unionable__assays_both_0_1_ac2_av,,0.2857142857142857,0.1666666666666666,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,View-Unionable
Distribution Based,Distribution,OpenData__View -Unionable__miller2_both_0_30_ec_ev,miller2_both_0_30_ec_ev_source.csv,0.2857142857142857,0.3076923076923077,0.2666666666666666,29.68066143989563,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,View-Unionable
Distribution Based,,TPC-DI__View-Unionable__prospect_both_0_30_ac2_av,,0.2857142857142857,0.25,0.3333333333333333,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,TPC-DI,View-Unionable
Distribution Based,Distribution,ChEMBL__View-Unionable__assays_both_0_50_ac5_av,assays_both_0_50_ac5_av_source.csv,0.2857142857142857,0.6666666666666666,0.1818181818181818,6.598845481872559,,/Users/nahawandkired/Desktop/si_si-results.csv,ChEMBL,View-Unionable
Cupid,Cupid,ChEMBL__View-Unionable__assays_both_0_1_ac1_av,assays_both_0_1_ac1_av_source.csv,0.2857142857142857,0.1666666666666666,1.0,31.385863542556763,,/Users/nahawandkired/Desktop/si_si-results.csv,ChEMBL,View-Unionable
COMA,Coma,ChEMBL__View-Unionable__assays_both_0_50_ac5_ev,assays_both_0_50_ac5_ev_source.csv,0.2857142857142857,0.6666666666666666,0.1818181818181818,1.38796067237854,,/Users/nahawandkired/Desktop/si_si-results.csv,ChEMBL,View-Unionable
COMA++,Coma++,OpenData__Semantically-Joinable__miller2_vertical_1_ac2_av,miller2_vertical_1_ac2_av_source.csv,0.2857142857142857,0.1666666666666666,1.0,132.3170144557953,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,Semantically-Joinable
COMA,Coma,ChEMBL__View-Unionable__assays_both_0_50_ac5_av,assays_both_0_50_ac5_av_source.csv,0.2857142857142857,0.6666666666666666,0.1818181818181818,1.4134552478790283,,/Users/nahawandkired/Desktop/si_si-results.csv,ChEMBL,View-Unionable
Cupid,Cupid,ChEMBL__View-Unionable__assays_both_0_1_ac1_ev,assays_both_0_1_ac1_ev_source.csv,0.2857142857142857,0.1666666666666666,1.0,30.660118579864506,,/Users/nahawandkired/Desktop/si_si-results.csv,ChEMBL,View-Unionable
COMA,Coma,OpenData__Semantically-Joinable__miller2_both_50_1_ec_av,miller2_both_50_1_ec_av_source.csv,0.2857142857142857,0.1666666666666666,1.0,1.921892166137695,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,Semantically-Joinable
Cupid,Cupid,ChEMBL__Joinable__assays_vertical_30_ac1_ev,assays_vertical_30_ac1_ev_source.csv,0.2857142857142857,0.25,0.3333333333333333,29.80059099197388,,/Users/nahawandkired/Desktop/si_si-results.csv,ChEMBL,Joinable
Distribution Based,Distribution,ChEMBL__Semantically-Joinable__assays_both_50_50_ac4_av,assays_both_50_50_ac4_av_source.csv,0.2857142857142857,0.6666666666666666,0.1818181818181818,7.813616514205933,,/Users/nahawandkired/Desktop/si_si-results.csv,ChEMBL,Semantically-Joinable
Distribution Based,,TPC-DI__Joinable__prospect_vertical_1_ac1_ev,,0.2857142857142857,0.1666666666666666,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,TPC-DI,Joinable
Magneto,,TPC-DI__View-Unionable__prospect_both_0_1_ac1_ev,,0.2857142857142857,0.1666666666666666,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,TPC-DI,View-Unionable
COMA++,Coma++,OpenData__Joinable__miller2_both_50_1_ac1_ev,miller2_both_50_1_ac1_ev_source.csv,0.2857142857142857,0.1666666666666666,1.0,130.27716994285583,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,Joinable
COMA++,Coma++,OpenData__View -Unionable__miller2_both_0_1_ac3_ev,miller2_both_0_1_ac3_ev_source.csv,0.2857142857142857,0.1666666666666666,1.0,129.1941864490509,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,View-Unionable
COMA,Coma,OpenData__View -Unionable__miller2_both_0_1_ac1_av,miller2_both_0_1_ac1_av_source.csv,0.2857142857142857,0.1666666666666666,1.0,2.041684865951538,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,View-Unionable
COMA,Coma,OpenData__View -Unionable__miller2_both_0_1_ac1_ev,miller2_both_0_1_ac1_ev_source.csv,0.2857142857142857,0.1666666666666666,1.0,1.9903459548950195,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,View-Unionable
SMUTF,,OpenData__View -Unionable__miller2_both_0_1_ac2_ev,,0.2857142857142857,0.1666666666666666,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,OpenData,View-Unionable
COMA++,Coma++,OpenData__View -Unionable__miller2_both_0_1_ac4_ev,miller2_both_0_1_ac4_ev_source.csv,0.2857142857142857,0.1666666666666666,1.0,132.98584818840027,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,View-Unionable
Distribution Based,,TPC-DI__Semantically-Joinable__prospect_vertical_1_ac4_av,,0.2857142857142857,0.1666666666666666,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,TPC-DI,Semantically-Joinable
COMA,Coma,OpenData__View -Unionable__miller2_both_0_1_ec_av,miller2_both_0_1_ec_av_source.csv,0.2857142857142857,0.1666666666666666,1.0,2.028773307800293,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,View-Unionable
COMA,Coma,OpenData__View -Unionable__miller2_both_0_1_ec_ev,miller2_both_0_1_ec_ev_source.csv,0.2857142857142857,0.1666666666666666,1.0,1.998194932937622,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,View-Unionable
COMA,Coma,OpenData__View -Unionable__miller2_both_0_30_ac4_av,miller2_both_0_30_ac4_av_source.csv,0.2857142857142857,0.5,0.2,2.3609697818756104,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,View-Unionable
COMA++,Coma++,OpenData__View -Unionable__miller2_both_0_1_ac3_av,miller2_both_0_1_ac3_av_source.csv,0.2857142857142857,0.1666666666666666,1.0,124.24998903274536,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,View-Unionable
COMA++,Coma++,OpenData__View -Unionable__miller2_both_0_1_ac5_ev,miller2_both_0_1_ac5_ev_source.csv,0.2857142857142857,0.1666666666666666,1.0,128.96641731262207,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,View-Unionable
COMA,Coma,OpenData__View -Unionable__miller2_both_0_30_ac5_ev,miller2_both_0_30_ac5_ev_source.csv,0.2857142857142857,0.5,0.2,2.298936367034912,,/Users/nahawandkired/Desktop/si_si-results.csv,OpenData,View-Unionable
Distribution Based,,TPC-DI__Semantically-Joinable__prospect_vertical_1_ac1_av,,0.2857142857142857,0.1666666666666666,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,TPC-DI,Semantically-Joinable
MagnetoGPT,,ChEMBL__Semantically-Joinable__assays_vertical_1_ac5_av,,0.2857142857142857,0.1666666666666666,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,ChEMBL,Semantically-Joinable
MagnetoFT,,OpenData__Joinable__miller2_both_50_1_ac4_ev,,0.2857142857142857,0.1666666666666666,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,OpenData,Joinable
SMUTF,,OpenData__Semantically-Joinable__miller2_vertical_1_ac2_av,,0.2857142857142857,0.1666666666666666,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,OpenData,Semantically-Joinable
Distribution Based,,TPC-DI__Joinable__prospect_vertical_1_ac5_ev,,0.2857142857142857,0.1666666666666666,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,TPC-DI,Joinable
Distribution Based,,TPC-DI__Joinable__prospect_vertical_1_ac4_ev,,0.2857142857142857,0.1666666666666666,1.0,,,/Users/nahawandkired/Documents/metamatch/outputs/final_all_baselines_scan/all_baseline_results_long.csv,TPC-DI,Joinable
