config,fold_id,pair_id,n_rows,n_pos,precision,recall,f1,n_features
syn_topological,0,TPC-DI__Semantically-Joinable__prospect_both_50_50_ac4_av,272,11,1.0,0.18181818181818182,0.3076923076923077,53
syn_topological,0,ChEMBL__Joinable__assays_vertical_70_ec_ev,380,16,0.8888888888888888,0.5,0.64,53
syn_topological,0,ChEMBL__View-Unionable__assays_both_0_70_ac4_ev,380,16,1.0,0.5,0.6666666666666666,53
syn_topological,0,TPC-DI__Semantically-Joinable__prospect_both_50_50_ac5_av,272,11,1.0,0.18181818181818182,0.3076923076923077,53
syn_topological,0,ChEMBL__View-Unionable__assays_both_0_70_ac5_av,380,16,1.0,0.125,0.2222222222222222,53
syn_topological,0,OpenData__Unionable__miller2_horizontal_100_ac5_ev,2601,51,1.0,0.3137254901960784,0.47761194029850745,53
syn_topological,0,ChEMBL__Semantically-Joinable__assays_both_50_1_ac2_av,144,1,0.0,0.0,0.0,53
syn_topological,0,ChEMBL__View-Unionable__assays_both_0_70_ac5_ev,380,16,1.0,0.4375,0.6086956521739131,53
syn_topological,0,TPC-DI__Semantically-Joinable__prospect_both_50_70_ac1_av,342,15,0.75,0.2,0.3157894736842105,53
syn_topological,0,ChEMBL__View-Unionable__assays_both_0_70_ec_av,380,16,0.0,0.0,0.0,53
syn_topological,0,ChEMBL__Semantically-Joinable__assays_both_50_1_ac4_av,144,1,0.0,0.0,0.0,53
syn_topological,0,OpenData__Unionable__miller2_horizontal_50_ac1_av,2601,51,1.0,0.47058823529411764,0.64,53
syn_topological,0,ChEMBL__Semantically-Joinable__assays_both_50_1_ec_av,144,1,0.0,0.0,0.0,53
syn_topological,0,TPC-DI__Semantically-Joinable__prospect_both_50_70_ac5_av,342,15,1.0,0.13333333333333333,0.23529411764705882,53
syn_topological,0,ChEMBL__Semantically-Joinable__assays_both_50_30_ac1_av,210,6,0.0,0.0,0.0,53
syn_topological,0,Magellan__dblp_acm,25,5,1.0,1.0,1.0,53
syn_topological,0,ChEMBL__Semantically-Joinable__assays_both_50_30_ac2_av,210,6,1.0,0.16666666666666666,0.2857142857142857,53
syn_topological,0,Magellan__dblp_scholar,25,5,1.0,0.2,0.3333333333333333,53
syn_topological,0,OpenData__Unionable__miller2_horizontal_50_ac3_av,2601,51,1.0,0.45098039215686275,0.6216216216216216,53
syn_topological,0,TPC-DI__Semantically-Joinable__prospect_vertical_1_ac2_av,132,1,1.0,1.0,1.0,53
syn_topological,0,OpenData__Unionable__miller2_horizontal_50_ac4_av,2601,51,1.0,0.6862745098039216,0.813953488372093,53
syn_topological,0,TPC-DI__Semantically-Joinable__prospect_vertical_1_ac4_av,132,1,1.0,1.0,1.0,53
syn_topological,0,OpenData__Joinable__miller2_both_50_1_ac1_ev,676,1,0.0,0.0,0.0,53
syn_topological,0,OpenData__Joinable__miller2_both_50_1_ac2_ev,676,1,1.0,1.0,1.0,53
syn_topological,0,OpenData__Unionable__miller2_horizontal_50_ac5_ev,2601,51,1.0,0.3137254901960784,0.47761194029850745,53
syn_topological,0,TPC-DI__Semantically-Joinable__prospect_vertical_1_ec_av,132,1,1.0,1.0,1.0,53
syn_topological,0,ChEMBL__Semantically-Joinable__assays_both_50_50_ac2_av,289,11,1.0,0.09090909090909091,0.16666666666666666,53
syn_topological,0,OpenData__Joinable__miller2_both_50_1_ac3_ev,676,1,1.0,1.0,1.0,53
syn_topological,0,OpenData__Unionable__miller2_horizontal_50_ec_ev,2601,51,1.0,0.43137254901960786,0.6027397260273972,53
syn_topological,0,ChEMBL__Semantically-Joinable__assays_both_50_50_ac5_av,289,11,1.0,0.18181818181818182,0.3076923076923077,53
syn_topological,0,ChEMBL__Semantically-Joinable__assays_both_50_50_ec_av,289,11,1.0,0.09090909090909091,0.16666666666666666,53
syn_topological,0,TPC-DI__Semantically-Joinable__prospect_vertical_30_ac5_av,196,6,1.0,0.5,0.6666666666666666,53
syn_topological,0,OpenData__View -Unionable__miller2_both_0_1_ac2_ev,676,1,1.0,1.0,1.0,53
syn_topological,0,OpenData__View -Unionable__miller2_both_0_1_ac3_av,676,1,1.0,1.0,1.0,53
syn_topological,0,TPC-DI__Semantically-Joinable__prospect_vertical_50_ac1_av,272,11,1.0,0.45454545454545453,0.625,53
syn_topological,0,TPC-DI__Semantically-Joinable__prospect_vertical_50_ac2_av,272,11,1.0,0.5454545454545454,0.7058823529411765,53
syn_topological,0,OpenData__Joinable__miller2_both_50_30_ec_ev,1089,15,1.0,0.4,0.5714285714285714,53
syn_topological,0,TPC-DI__Semantically-Joinable__prospect_vertical_50_ac4_av,272,11,1.0,0.2727272727272727,0.42857142857142855,53
syn_topological,0,TPC-DI__Semantically-Joinable__prospect_vertical_50_ec_av,272,11,1.0,0.45454545454545453,0.625,53
syn_topological,0,TPC-DI__Semantically-Joinable__prospect_vertical_70_ac2_av,342,15,0.6666666666666666,0.4,0.5,53
syn_topological,0,OpenData__Joinable__miller2_both_50_50_ac5_ev,1444,25,1.0,0.16,0.27586206896551724,53
syn_topological,0,ChEMBL__Semantically-Joinable__assays_vertical_1_ac5_av,144,1,1.0,1.0,1.0,53
syn_topological,0,OpenData__Joinable__miller2_both_50_70_ac1_ev,1849,35,1.0,0.4857142857142857,0.6538461538461539,53
syn_topological,0,OpenData__View -Unionable__miller2_both_0_30_ac3_av,1089,15,1.0,0.26666666666666666,0.42105263157894735,53
syn_topological,0,TPC-DI__Unionable__prospect_horizontal_0_ac1_av,484,22,1.0,0.5,0.6666666666666666,53
syn_topological,0,OpenData__Joinable__miller2_both_50_70_ac5_ev,1849,35,1.0,0.37142857142857144,0.5416666666666666,53
syn_topological,0,OpenData__View -Unionable__miller2_both_0_30_ac4_av,1089,15,0.75,0.2,0.3157894736842105,53
syn_topological,0,ChEMBL__Semantically-Joinable__assays_vertical_30_ac5_av,210,6,1.0,0.3333333333333333,0.5,53
syn_topological,0,TPC-DI__Unionable__prospect_horizontal_0_ac2_ev,484,22,1.0,0.5909090909090909,0.7428571428571429,53
syn_topological,0,ChEMBL__Semantically-Joinable__assays_vertical_30_ec_av,210,6,1.0,0.16666666666666666,0.2857142857142857,53
syn_topological,0,OpenData__View -Unionable__miller2_both_0_30_ac5_av,1089,15,0.0,0.0,0.0,53
syn_topological,0,TPC-DI__Unionable__prospect_horizontal_0_ac3_av,484,22,1.0,0.4090909090909091,0.5806451612903226,53
syn_topological,0,TPC-DI__Unionable__prospect_horizontal_0_ac4_av,484,22,1.0,0.5909090909090909,0.7428571428571429,53
syn_topological,0,OpenData__Joinable__miller2_vertical_1_ac4_ev,676,1,0.0,0.0,0.0,53
