config,feature_set,fold_id,n_features,z_mean_std,fit_sec,precision,recall,f1
reduced_distance_topological,Distance-based + Topological,0,3,2.0,60.74083493399985,0.7028795811518325,0.3988117341255106,0.5088841506751954
reduced_distance_topological,Distance-based + Topological,1,3,2.0,60.66634681900041,0.7067921990585071,0.38897113249444853,0.5017904034375746
reduced_distance_topological,Distance-based + Topological,2,3,2.1666666666666665,62.81732224999996,0.6456477039067855,0.35241301907968575,0.45595353339787026
reduced_distance_topological,Distance-based + Topological,3,3,1.833333333333333,60.37045674199999,0.6693205944798302,0.45376034544800287,0.5408535277718207
reduced_distance_topological,Distance-based + Topological,4,3,2.0,64.80451573899973,0.6906666666666667,0.4035839501363459,0.5094664371772806
reduced_distance_topological,Distance-based + Topological,5,3,2.0,80.29427738300001,0.7521697203471552,0.5241935483870968,0.6178217821782178
