config,feature_set,fold_id,n_features,z_mean_std,fit_sec,precision,recall,f1
reduced_syn_distance,Syntactic + Distance-based,0,9,1.6666666666666665,73.88942792300008,0.9605678233438486,0.6784255477163015,0.7952121871599565
reduced_syn_distance,Syntactic + Distance-based,1,9,2.333333333333333,66.88865572300006,0.9830111306385472,0.6210214655810511,0.7611703334089363
reduced_syn_distance,Syntactic + Distance-based,2,9,2.5,77.0188121580004,0.9734895191122072,0.5907220351664796,0.7352735739231665
reduced_syn_distance,Syntactic + Distance-based,3,9,1.6666666666666665,72.0322922399996,0.9504596527068437,0.6696653472472113,0.7857293645767364
reduced_syn_distance,Syntactic + Distance-based,4,9,2.0,66.54376006099983,0.9604612850082372,0.6813400857031554,0.7971741112123975
reduced_syn_distance,Syntactic + Distance-based,5,9,1.6666666666666665,81.99376956200013,0.9680766161213089,0.8151881720430108,0.8850784385260854
