config,feature_set,fold_id,n_features,z_mean_std,fit_sec,precision,recall,f1
reduced_syn_topological,Syntactic + Topological,0,8,2.333333333333333,68.30824819300005,0.9769662921348314,0.6457482361678426,0.7775542141739324
reduced_syn_topological,Syntactic + Topological,1,8,2.333333333333333,72.98797307999985,0.9806308799114555,0.6558105107327905,0.785983588378798
reduced_syn_topological,Syntactic + Topological,2,8,2.333333333333333,51.94894509899996,0.9779104477611941,0.6127946127946128,0.7534498620055198
reduced_syn_topological,Syntactic + Topological,3,8,1.5,59.098232965999614,0.950143815915628,0.7132061892767182,0.8147995889003083
reduced_syn_topological,Syntactic + Topological,4,8,2.333333333333333,60.709880284000064,0.9716392512762337,0.6673159329957148,0.7912240184757505
reduced_syn_topological,Syntactic + Topological,5,8,1.333333333333333,69.29754996199972,0.9518161601186064,0.8629032258064516,0.9051815297849841
